mouse_gene_symbol	mouse_chromosome
Alkbh6	7
Uck2	1
Icosl	10
Gm47922	10
Gatd3a	10
Uvrag	7
Pwp2	10
Gm37982	1
Inpp4a	1
Acad10	5
Gm36198	9
Ilf3	9
Fgf11	11
Gm45188	7
Zfp667	7
Tmem102	11
Trappc10	10
Gm39566	11
Spem2	11
Spem1	11
Ddx52	11
Gm45187	7
Gm23479	7
Gm33882	7
Gm44975	7
Gm45185	7
Zfp583	7
Limch1	5
Gm30122	10
Gm38944	7
Gm47976	10
Gm3854	7
Myl4	11
Agpat3	10
Dgat2	7
Mdn1	4
Gm45012	7
Mogat2	7
Gm18943	7
Gm26705	7
Syne4	7
Gm11665	11
Gm22000	11
Gm11661	11
Gm11663	11
Nlgn2	11
Arhgap21	2
Gm16853	9
Tmem256	11
Zfp78	7
Qtrt1	9
Itgb3	11
Gm47992	10
Mir7659	10
Zkscan16	4
Gm40709	10
Sdhaf1	7
Ptgr1	4
E130208F15Rik	7
Gm10146	10
Gm50483	7
4930479H17Rik	7
Rrp1	10
Lrfn3	7
Gm25259	7
Tyrobp	7
Gm11662	11
Dnm2	9
Tnip1	11
Hcst	7
Lyrm2	4
Dnajc25	4
Map6	7
Gm20503	4
Gng10	4
Shoc1	4
Zfp28	7
Vmn1r-ps2	4
Vmn1r-ps3	4
Gm12593	4
Mir6907	10
Gm12594	4
Cstb	10
Vmn1r2	4
Rpsa-ps11	4
Vmn1r3	4
AI838599	4
4921516A02Rik	10
Gm6517	5
Gm43281	5
Mir6410	10
Gm43282	5
Pdxk	10
Gm15949	5
Gm11783	4
Gm15948	5
Gm11786	4
Gm11784	4
Gm42713	5
Ugcg	4
Phox2b	5
Gm33167	5
Gm42670	5
Plekha4	7
Brap	5
Mir6908	10
4933436P19Rik	10
Gm30232	10
Gm11785	4
Gm11787	4
Gm12596	4
Mir3471-2	4
Susd1	4
Gm9978	10
Gm47944	10
Olfr1358	10
Gm5951	10
Vmn2r-ps92	10
Gm13380	2
Ilvbl	10
Gm13375	2
Gm13377	2
Gm13376	2
Enkur	2
Tmem68	4
Tmem33	5
Dsn1	2
Gm12527	4
Gm45591	7
Tgs1	4
Gm45564	7
Smim17	7
Gm16306	7
Gm16307	7
Gm20715	7
Pcmtd2	2
Olfr1344	7
Ankrd6	4
Eif2b4	5
Olfr1345-ps1	7
Nfkbid	7
Gm30646	7
Olfr1336	7
Gm2453	1
Mir6347	1
Hsd17b14	7
Gm37232	1
4930439A04Rik	1
Soga1	2
Gm37135	1
Coa5	1
Ano7	1
Tldc2	2
Polr3k	2
Olfr1346	7
Mir199a-1	9
Gm5466	2
Tmed1	9
Olfr5	7
Thnsl1	2
Serpinh1	7
Gm20519	9
Carm1	9
Gm13378	2
Gm13327	2
Gm12230	11
Gm14496	2
Plscr3	11
Slc30a9	5
Arhgap1	2
Aplp1	7
Syde1	10
Tmco1	1
2210414B05Rik	4
Gm11941	4
Gm11639	11
Gm11942	4
Gm30346	10
Gm37514	10
Lyn	4
Olfr1357	10
0610005C13Rik	7
Gm7842	10
Gm47459	10
Gm47476	10
Yipf2	9
Gm47495	10
Casp14	10
Gm11623	11
Gm11621	11
Gm11622	11
Gm11624	11
Efcab3	11
Gm24182	1
Aldh9a1	1
Olfr1347	7
Timm29	9
Gm7904	9
Mir1946b	9
Smarca4	9
Gm25362	11
Kirrel2	7
Mettl2	11
Ccdc105	10
Gm30400	10
Gm11620	11
Gm11805	4
Slc1a6	10
Unc50	1
Atxn2	5
Synrg	11
Rragd	4
Gpr158	2
Olfr1356	10
Gm22781	4
9430025C20Rik	4
Olfr1348	7
Rps20	4
Olfr1355	10
Olfr1354	10
Gm24016	4
Gm11943	4
Gm24125	4
4933421O10Rik	4
Nup188	2
Mos	4
Olfr8	10
Plag1	4
Mgst3	1
Gdpd5	7
Olfr1353	10
Gm47343	10
Lrrc52	1
Ube2j1	4
Olfr1352	10
Tnni1	1
Olfr1351	10
Olfr57	10
2610008E11Rik	10
Btf3-ps8	4
Vmn2r80	10
Gabrr2	4
Vmn2r81	10
Klhl35	7
Vmn2r82	10
1700052K11Rik	11
Snx17	5
Tnk1	11
Olfr1349	7
Chchd7	4
Gm47015	10
Gm7587	7
Vmn2r83	10
Olfr1350	7
Zim2	7
Bcat2	7
Plpp2	10
Lad1	1
Gm26511	9
Ldlr	9
Gm13379	2
Gm24886	2
Gm13337	2
Gm14471	2
Myo3a	2
Rxrg	1
Tmem95	11
Gm31479	7
Fgf21	7
Mir6909	10
Kctd11	11
Gm43698	5
Mier2	10
Gm43571	5
Fut1	7
Gm16552	5
Dusp14	11
Gm42866	5
Gabrr1	4
Bend4	5
Zim1	7
Gm13342	2
Gm13341	2
Gm13340	2
Spc24	9
Gm13339	2
Gm26756	5
Gad2	2
Gm42632	5
Gm20072	5
Gm11808	4
C330024D21Rik	5
Pm20d2	4
Rps3	7
1700025A08Rik	5
Zfp513	5
Acap1	11
Kank2	9
Rps10-ps3	4
Gm11930	4
Sdr16c5	4
Lmx1a	1
Srsf12	4
Mir3967	2
Gm13338	2
1700092C17Rik	2
Ppm1g	5
Gm13356	2
Pnrc1	4
Apbb1ip	2
Sdr16c6	4
AB124611	9
Izumo1	7
Gm11934	4
Gm20711	1
Mir6924	11
Gm42798	5
Anxa6	11
Gm9970	5
Snord15b	7
Snord15a	7
Mgat4a	1
Rasip1	7
Ptbp3	4
Sh2b3	5
A130006I12Rik	2
Atg13	2
Theg	10
Gm45437	7
A030001D20Rik	7
Mamstr	7
C2cd4c	10
Shc2	10
Fut2	7
Mir7031	5
1700008B11Rik	5
4933437G19Rik	5
Pheta1	5
Sec1	7
Nphs1	7
Gm47163	10
Odf3l2	10
Nrbp1	5
Madcam1	10
Tpgs1	10
4930594C11Rik	1
Harbi1	2
Gm43213	1
Cdc34	10
Hdlbp	1
Gm13776	2
Samhd1	2
Tada2a	11
Gzmm	10
Cux2	5
Gm25794	10
Bsg	10
Peg3	7
Ccdc69	11
Penk	4
A830012C17Rik	4
Gm11780	4
Gm26436	4
Bpnt2	4
Gm2a	11
Rngtt	4
Atp5pb-ps	11
Mup-ps22	11
Gm3970	5
2810408A11Rik	11
Krtcap3	5
Hcn2	10
Nphs1os	7
Rps12-ps4	7
Usp29	7
Polrmt	10
Ntn5	7
Gm11779	4
Gm11782	4
Gm11781	4
Gm12529	4
1700018M17Rik	4
4930423M02Rik	4
Mir8118	4
Gm11935	4
Ift172	5
Gm24341	4
Fam110b	4
Gm44862	7
Gm44863	7
Mir3099	7
Gm44585	7
Gm44584	7
Gm22649	7
Gm44586	7
Gm44587	7
Zim3	7
Zfp264	7
Slc36a3	11
Car11	7
Pdss1	2
Cnr1	4
Hsdl2	4
Cracdl	1
Slc36a3os	11
Pisd-ps1	11
Slc36a2	11
Plekha7	7
Gm24337	4
Gm11796	4
Gm11797	4
4930556I23Rik	1
Spaca1	4
4930470B04Rik	1
Gm17415	1
Gm19863	1
Pbx1	1
Gm14441	2
Sh3glb2	2
E130308A19Rik	4
Slc36a1os	11
Slc36a1	11
Fndc4	5
Gm11798	4
Cyp7a1	4
4930430E12Rik	4
Inip	4
Fgf22	10
Gckr	5
Fat2	11
Snx30	4
Gm37524	1
Gm38381	1
Mir6348	1
Rnf126	10
1700063I16Rik	1
Mir6354	1
Gm37839	1
Gm5265	1
Septin2	1
Fstl3	10
Gm12543	4
Gm12542	4
Gm19457	5
Gm25623	4
Gm43659	5
Gm12753	4
4930478M09Rik	5
Gm12751	4
Slc46a2	4
Ppp1cc	5
Gm12752	4
Gm12754	4
Acaca	11
Mup4	4
Prss57	10
Map2	1
Gm12351	4
Gm12350	4
Mup6	4
Palm	10
Akirin2	4
Mup7	4
Mup-ps1	4
Gm42748	5
Rbl1	2
Sdcbp	4
V1rg10	5
Gm3027	5
Zfp512	5
Gm43059	5
4930548H24Rik	5
4930566F21Rik	5
Gm48495	10
Misp	10
Hvcn1	5
E130317F20Rik	10
Ptbp1	10
Gpn1	5
Gm14277	2
Atf2	2
Gm11437	11
Gm37391	11
Aatf	11
Tctn1	5
Mup2	4
Lhx1	11
Mup-ps2	4
Gm37689	4
Mup8	4
Lhx1os	11
Mup-ps3	4
Orc3	4
Supt7l	5
1700109G15Rik	11
Gm11431	11
Sparc	11
Gm15481	5
Slc4a1ap	5
Mrm1	11
Prodh2	7
Atox1	11
Gm43660	5
AI839979	5
Gm24729	1
2900076G11Rik	5
Gm10558	1
Gm12235	11
Mrpl33	5
Gm25411	1
Dhrs11	11
Nuf2	1
4930502E09Rik	11
G3bp1	11
Nsmaf	4
Gm43809	5
Rbks	5
Arhgap33os	7
Gm44867	7
Dbp	7
Mir3473e	5
Clip2	5
Gm22884	11
Gm12238	11
Mir7652	11
Tlk2	11
Rps13	7
Gm18900	1
Gm36980	1
Rgs5	1
Snord14a	7
Sphk2	7
Rgs4	1
2700029L08Rik	5
Gm42884	5
Syna	5
Mir7228	5
Rfc2	5
Gm22114	1
Gm11803	4
Gm37586	1
Gm11801	4
Gm44777	7
Gm22473	4
Ccdc190	1
Gm11802	4
Gm11804	4
Zfp418	7
8430436N08Rik	4
Gm11795	4
Gm11794	4
Gm23860	4
Gm11800	4
Rars2	4
Zfp772	7
Gm15852	1
Arrb1	7
Mroh8	2
Babam2	5
Plppr3	10
Atp5g3	2
Car8	4
Gm11799	4
Gm37386	4
Gm11810	4
Rab2a	4
Gm13668	2
A630050E04Rik	2
Gm28640	2
Gm13667	2
4930441J16Rik	2
Gm11809	4
Slc35a1	4
Miga2	2
Mir6910	10
Gm17134	10
Prtn3	10
Chd7	4
Elane	10
Gm19810	10
Cfd	10
Mir326	7
Gm44914	7
Tpbgl	7
Gm10605	7
Hsd17b7	1
Gm25409	7
Gm45844	7
Med16	10
Vmn2r29	7
Cfap206	4
Gm18190	7
Gm43810	5
Gm43811	5
Gm17130	5
3110045C21Rik	1
Gm10463	5
Fosl2	5
Rpn2	2
Farp2	1
Rpl18	7
Gm26335	5
Gm9555	5
Lat2	5
Glra1	11
Gm24019	10
Gm37250	1
R3hdm4	10
Rps18-ps2	4
Gm23423	4
Tsga10	1
Gm136	4
Clvs1	4
Fam83e	7
Gm26602	10
Kiss1r	10
Spaca4	7
Gm12236	11
Gm12237	11
Gm12239	11
Gm11816	4
Nmur2	11
Gm11817	4
Fgfr2	7
Smim8	4
Ghrh	2
Gm12240	11
Gm24253	11
Gm12241	11
Gm22603	11
Mrc2	11
Arid3a	10
Dolpp1	2
Zfp292	4
Wdr18	10
Eif4h	5
Gm12363	4
Cga	4
Manbal	2
Lnpk	2
Grin3b	10
Neurl4	11
Platr9	4
Gm12361	4
Gm12362	4
Mob3b	4
Gm12364	4
Ifnk	4
C9orf72	4
Tmem259	10
Limk1	5
Gm12366	4
Gm12367	4
Gm12368	4
Gm12365	4
Gm26805	1
Ddr2	1
Lingo2	4
4930445N08Rik	2
Mrpl23-ps1	2
Gm22975	2
Gm13672	2
Gm12369	4
Gm12370	4
Evx2	2
Mir876	4
Mir873a	4
Mir873b	4
Gm12371	4
Taf9-ps	4
Gm26243	10
Rpl23a-ps6	4
Plb1	5
Gm12374	4
Cnn2	10
Crat	2
Gm22732	4
Gm12375	4
Gm12378	4
Gm12379	4
Gm12380	4
Gm12381	4
Gm12382	4
Gm25581	4
Gm12383	4
Gm23607	4
Gm17094	4
Lipt1	1
1700009N14Rik	4
Gm12385	4
Gm12384	4
Gm12386	4
Gm22850	4
Gm12387	4
Stk25	1
Gm26087	4
Gm12388	4
Gm12389	4
Aco1	4
Abca7	10
Gm28536	1
Hoxd13	2
Mitd1	1
Gm16323	2
Hoxd12	2
Ddx58	4
Ambra1	2
Bok	1
Unc80	1
Topors	4
Marchf10	11
Smim27	4
Ndufb6	4
Gm10369	5
Gm15615	5
Gm36840	5
Gm7596	5
Gm5864	5
Ppp1cb	5
4930509K18Rik	4
Gm23338	4
Arhgap45	10
Asph	4
Gm11638	11
Gm11640	11
Eln	5
Gps2	11
Sfi1	11
Gm43312	5
Gm43313	5
Gm15613	5
Gm15614	5
Gm42964	5
Gm30003	5
Gm43812	5
Gm10461	5
Tmem270	5
Hoxd11	2
Gm10805	2
Gm28309	2
Cldn13	5
Chrm4	2
Hoxd10	2
Gm50473	5
4933439J24Rik	5
Gm37181	1
Gm50474	5
Gm14396	2
9030607J07Rik	5
Mrpl30	1
Yes1	5
Gm28793	2
Hoxd9	2
Hoxd3os1	2
Hoxd8	2
Hoxd3	2
Thap4	1
Src	2
Gm43694	5
Gm50482	5
Gm43852	5
Mettl27	5
Gm10550	1
Lyg2	1
Gm15457	1
Lyg1	1
Rpe	1
Cldn4	5
Cldn3	5
Wbscr25	5
Rps29-ps	5
Gm43372	5
Polr2e	10
Abhd11	5
Gm14279	2
Gm14287	2
Gm14286	2
Hoxd4	2
Uap1	1
Abhd11os	5
Gpx4	10
Mir10b	2
Gm28230	2
Haglr	2
Stx1a	5
Blcap	2
Gm14424	2
Gm14426	2
Hoxd1	2
Mtx2	2
Ptpa	2
Bud23	5
Sbno2	10
Gm37748	1
Gm37502	1
Atg4b	1
Gm11399	11
Gm11400	11
Gria1	11
Nnat	2
Gm25492	5
Dnajc30	5
Vps37d	5
Mlxipl	5
Gm14425	2
Gm14427	2
Dtymk	1
Mdk	2
Txndc9	1
Gm12242	11
Drg1	11
Stk11	10
Platr27	2
Gm25407	2
Gm23463	2
Sema6d	2
Uhmk1	1
Tanc2	11
Tmem215	4
4933428C19Rik	4
Gm12391	4
Gm24152	4
Aptx	4
Arhgap33	7
4930500M09Rik	1
Sh2d1b2	1
Gm43500	5
Tbl2	5
Kansl1l	1
Gm12735	11
Bcl7b	5
Fau-ps2	11
Gm11652	11
Gm11653	11
4930412C18Rik	4
Ggnbp2	11
Gdf6	4
4930448K20Rik	4
Gm11834	4
Gm11835	4
Cbarp	10
Gm12390	4
Gm11814	4
1700123O12Rik	4
Gm11815	4
Gm11813	4
Baz1b	5
Gm12920	4
Mir3471-1	4
Gm12918	4
Gm12919	4
Gm6345	1
2610301B20Rik	4
Gm37570	1
Gm38387	1
Gm38162	1
Ing5	1
Dnaja1	4
Fzd9	5
Sult2b1	7
9430007M09Rik	5
Fkbp6	5
Gm15789	1
Sh2d1b1	1
Atp5d	10
Gm22089	1
6820402A03Rik	1
Gm37285	1
Gm37755	1
Gm38218	1
Gm7694	1
Rps11-ps3	4
Mir207	4
Plekhf2	4
Eif5b	1
Gm5903	7
Gm31597	7
Clcn4	7
Ndufaf6	4
Midn	10
Trim50	5
Smu1	4
Nsun5	5
Pom121	5
Acadl	1
Psenen-ps	4
Pigw	11
Gm11827	4
Cirbp	10
Gm11829	4
Mir684-2	4
Gm11830	4
Trp53inp1	4
Cyb561	11
Mir7033	5
Hip1	5
Gm15793	1
Gm27934	1
Gm25832	1
Pik3c2a	7
D2hgdh	1
B4galt1	4
Fam174c	10
Mir5123	4
Gm9910	11
Gm12397	4
Spink4	4
Gm11651	11
Efna2	10
Fam114a2	11
Gal3st2	1
Ccne2	4
Pwwp3a	10
Gm18666	1
Gal3st2b	1
Gm7889	1
Myl1	1
Gm42731	5
Ccl26	5
Ccl24	5
Mfap3	11
Bag1	4
Gm43123	5
Rhbdd2	5
Gal3st2c	1
Slco2b1	7
Rpl31-ps14	1
Gm12243	11
Gm15826	1
4933424L21Rik	11
Gm13652	2
Myo19	11
Ier5l	2
Rev1	1
Gm14487	2
Gm15607	5
Cstad	2
Gm21839	5
Gm43091	5
Por	5
4930517E11Rik	2
9330198N18Rik	2
Ndufs7	10
4930583P06Rik	2
Gm14486	2
Gm13994	2
Chmp5	4
2600014E21Rik	2
Ints8	4
A330043C09Rik	2
Gm14488	2
Rps6-ps4	2
Mir3089	2
Gm13653	2
Gm18494	2
Gm37243	2
Gm13658	2
Gm13660	2
Gm13655	2
Gm24574	2
Ctnnbl1	2
Gamt	10
Znhit3	11
Neu4	1
Gm45631	7
Proser3	7
Gm37062	1
Gm16061	5
Gm5099	1
Gm14176	2
Tmem120a	5
Dazap1	10
Vstm2l	2
Galnt10	11
Nos1ap	1
Slc24a5	2
Mir5620	7
1700019A23Rik	7
Gm15635	7
Mir7034	5
Tti1	2
Gm34280	7
Gm44551	7
Styxl1	5
Olfr520	7
Hspb6	7
Gm19182	7
Mir9769	7
Vmn2r30	7
Hnrnpa3	2
4933426K07Rik	11
Gm24582	11
2010001A14Rik	11
Gm45033	7
Gm45415	7
C430039J01Rik	7
AV356131	7
Sap30l	11
Gm45783	7
Olfr521	7
Car4	11
F730035P03Rik	7
Gm3912	7
Mdh2	5
Nfx1	4
Vmn2r31	7
Neu3	7
Pdcd1	1
Vmn2r-ps36	7
Vmn2r32	7
Gm7891	1
Spata46	1
Gm3563	7
Srrm3	5
Gm7895	1
Gm6842	7
Vmn2r33	7
Gm7299	1
Gm23389	1
4930440C22Rik	1
Hand1	11
Gm7648	7
Nfe2l2	2
Gm23181	1
Gm5264	1
Gm7651	7
Olfml2b	1
Lin37	7
E030042O20Rik	2
Gm12244	11
Gm13656	2
Gm12245	11
Gm13657	2
Gm13669	2
Ace	11
Gm13670	2
1700001O22Rik	2
Fam174a	1
BC055308	1
Gm15427	1
Srrm3os	5
Atf6	1
Gm22450	5
Vmn2r-ps37	7
Hspb1	5
Arhgef1	7
Gm42533	5
Ywhag	5
Ssc4d	5
Mir6911	10
St8sia4	1
Gm15122	10
Rps15	10
Mir3094	4
Aqp7	4
Apc2	10
Gm37642	1
Gm23523	1
Gm25235	1
4930598F16Rik	1
Gm9929	1
Gm37761	1
Gm22360	1
1700063A18Rik	1
Gm37076	1
Zp3	5
Gm29601	1
Gm25637	4
4930533P14Rik	1
Aqp3	4
Gm26245	1
Gm1833	1
Gm26078	1
Lancl1	1
Dtx2	5
Dpy19l4	4
4930527E20Rik	2
Gm12249	11
Ace3	11
Rprd1b	2
Larp1	11
2310011J03Rik	10
Pcsk4	10
Usp32	11
Upk3b	5
Dusp12	1
Nol6	4
Upk3bl	5
2010009K17Rik	2
Ntmt1	2
Gm12248	11
Aff3	1
Rasa4	5
Gm12247	11
Gm11440	11
Gm11439	11
Rpl13-ps1	11
Kcnh6	11
Reep6	10
Tgm2	2
Gm23506	11
Gm12402	4
Eif5a	11
Ube2r2	4
Gm26620	1
Slco4c1	1
Gm12403	4
Esrp1	4
Adamtsl5	10
Gm20412	2
Gm16150	1
Asb6	2
Panct2	1
Gm15701	5
Gm16151	1
Mir7035	5
Polr2j	5
Fcrlb	1
Gm16152	1
Gm43604	5
Lrwd1	5
Gm34727	1
Slco6b1	1
Prrx2	2
Plk5	10
Agps	2
Gm9499	1
Gm28901	1
Gm6430	1
Gm11821	4
Gm11822	4
Cps1	1
Ubap2	4
Alkbh4	5
Gm15123	10
Gm15124	10
Gm47793	10
Mex3d	10
Orai2	5
Mbd3	10
Prkrip1	5
Gm15668	1
Gm26342	1
Kif22-ps	1
Tnnt2	1
Gm5050	5
Sh2b2	5
Gm22888	4
Gm24837	4
Virma	4
Cux1	5
Ttc30b	2
Ptges	2
Cnot8	11
Ttc30a2	2
Uqcr11	10
Gm13400	2
Ttc30a1	2
Dcaf7	11
D630003M21Rik	2
1700125H20Rik	11
Tcf3	10
Gm11646	11
Gm23090	4
Gm12401	4
Taco1os	11
Dcaf12	4
Taco1	11
Eif4enif1	11
Gm11831	4
Gm26049	4
Gm26084	4
1700060C20Rik	2
Rad54b	4
Mir7685	2
Tor1b	2
Fsbp	4
Pde11a	2
Gm11832	4
Gm11833	4
Ubap1	4
Cyct	2
Gem	4
Tor1a	2
Cdh17	4
Vmn2r34	7
Vmn2r-ps38	7
Rbm45	2
Lmtk3	7
Pdp1	4
BC005624	2
Kif24	4
Dgkz	2
Vmn2r35	7
Vmn2r-ps40	7
1700123M08Rik	4
Psenen	7
Gm11840	4
Gm11842	4
Nudt2	4
Myorg	4
Appbp2	11
1110017D15Rik	4
Erfl	7
Gm44970	7
Vmn2r36	7
Gm7230	7
Nucb2	7
Akirin1-ps	11
Map3k3	11
Tmem67	4
Gm11672	11
Appbp2os	11
Ybx2	11
Gm45151	7
Gm3978	7
Gm20438	7
4732496C06Rik	7
Gm16599	5
Gm18200	7
A430110C17Rik	5
Mir721	5
Gm38082	5
Myl10	5
Spcs2	7
Limd2	11
Gm7285	5
Pcolce	5
Ppm1d	11
Gm6008	7
Gm4366	7
Fam219aos	4
Gm4073	7
Rbm12b2	4
Gm26054	7
Gm3675	7
Gm10840	11
Gm39075	7
Gm11839	4
Gm11841	4
Rabac1	7
Gm11843	4
Patz1	11
Rbm12b1	4
Fam219a	4
Mir7046	7
2810047C21Rik1	7
Fbxo24	5
Gm3665	7
Xylt1	7
Gm11847	4
Gm11846	4
Gm12404	4
Gm36266	5
Gm16089	5
Gm37985	4
Triqk	4
Lrch4	5
Strada	11
Vmn2r41	7
Gm11820	4
Abi1	2
Dnai1	4
Gm45153	7
Xrra1	7
Gm15669	1
Fcrla	1
Gm11819	4
Gm11826	4
Gm11825	4
Enho	4
Gm12406	4
Gm38405	7
Gm12405	4
Gm12592	11
A930030B08Rik	7
Runx1t1	4
Vmn2r42	7
Slc2a4	11
Rnf169	7
Gm20605	5
Gm37957	1
Gm2962	1
Gm15671	1
Gm18959	7
Gm37030	1
Gm17931	7
Vmn2r43	7
Gm28883	1
Sap25	5
Slco6c1	1
Gm3654	7
Vmn2r-ps45	7
Irs3	5
Gm7696	7
Gm11823	4
Gm24068	4
Vmn2r44	7
Gm11824	4
1700120G11Rik	4
Agfg2	5
Gm24908	4
Gm11944	11
Gm11836	4
Cntfr	4
Gm12310	11
Vmn2r-ps46	7
Cldn7	11
Vmn2r45	7
Vmn2r-ps47	7
Rps15a	7
Gm7133	1
Gm7135	1
Gm37171	1
Macir	1
Gemin5	11
Gm15498	5
Gm15753	5
Slc26a7	4
Gm53038	1
Nyap1	5
Vmn2r-ps49	7
Pkp1	1
Gm3584	7
Gm3956	7
Gm3585	7
Chrdl2	7
Lrrc69	4
Tsc22d4	5
Gm11838	4
Otud6b	4
Gm36938	1
Pip4p2	4
Pdcl3	1
Gm3962	7
Gm11837	4
Gm18191	7
Ppp1r35	5
Vmn2r-ps44	7
Necab1	4
Gm48598	7
Erbb4	1
Ate1	7
Mepce	5
Zcwpw1	5
Gm12246	11
Gm11844	4
Ccdc47	11
Gm11845	4
Tmem64	4
Gm24317	4
Gm11856	4
Gm11859	4
Gm11857	4
Gm11858	4
Gm11855	4
Il11ra1	4
Pilra	5
Pilrb1	5
Mrpl22	11
Gm37309	1
Gm37821	1
Gm37091	1
Gm37100	1
Gm36551	5
Mir6349	1
Gm15670	1
Pilrb2	5
Gm25542	1
Gm19335	1
Gm37735	1
Gm12250	11
Gm37769	1
Pik3ip1	11
Fcgr2b	1
Gm43495	5
Gm43494	5
Gm3103	5
Cyp3a13	5
Gm15502	5
Gm8099	5
Gjc3	5
Azgp1	5
Gm4963	5
Calb1	4
Gm29127	5
Gm20482	7
Igtp	11
Smok3a	5
Smok3b	5
Gm45719	7
Gm44647	7
Vmn2r-ps43	7
Gm4275	7
Smok3c	5
Irgm2	11
Onecut3	10
Zkscan1	5
Vmn2r40	7
Gm5038	11
Gm26148	4
Ddx42	11
Decr1	4
2610034O05Rik	10
Atp8b3	10
Gm45530	7
Vmn2r-ps42	7
Vmn2r39	7
Gm37061	1
Zfp419	7
Gm16076	1
Vmn2r38	7
Gm8840	1
Pced1c-ps	1
Mir6400	4
Gm38204	1
Gm5583	7
Nbn	4
Gm28497	1
Gm18201	7
Gm43493	5
Gm10522	1
Gm29113	1
Gm29114	1
Zscan21	5
Arl6ip1	7
Fcgr4	1
4930438A08Rik	11
Gm11869	4
Zfp692	11
Osgin2	4
Gm26110	1
Npas2	1
Zfp113	5
Gm11870	4
Gm11874	4
Ripk2	4
Elp5	11
Cops6	5
Bpi	2
Gm20428	1
Rexo1	10
Gm3617	1
Nsmce4a	7
Igfn1	1
A530072M11Rik	4
Gm11865	4
Gm37355	4
Gm11864	4
Gm11861	4
Gm24978	4
Gm11862	4
Gm23975	4
Gm11848	4
Gm11850	4
Gm11849	4
Gm11851	4
Vmn2r-ps41	7
Mmp16	4
Vmn2r37	7
Mcm7	5
Gm4011	7
Gm3623	7
Ftsj3	11
Atp1a3	7
Mir6999	2
Myef2	2
Gm11860	4
Gm11852	4
Gm11867	4
Gm11854	4
Gm11853	4
Zfp672	11
Gm11868	4
Fcgr3	1
Cnbd1	4
Gm12392	4
Gm12393	4
Mir25	5
Mir93	5
Mir106b	5
Cngb3	4
Ap4m1	5
1700047K16Rik	11
Ctdnep1	11
Gm11877	4
Klf16	10
Cpne3	4
Abhd17a	10
Taf6	5
Sh3bp5l	11
Rmdn1	4
Gm29093	10
Scamp4	10
Mir6546	1
Ikzf2	1
Psmc5	11
Gm12353	4
Gm3616	7
Gm13307	4
Gm20287	7
Gm13302	4
Ccl21d	4
Gm3611	7
Mir7047	7
Gm18199	7
Ccl19-ps1	4
Wwp1	4
Cyth2	7
Gm23645	11
Gabarap	11
Adat3	10
Lypd8	11
Cnpy4	5
Gm49322	10
Tmem9	1
Gm12251	11
Gm12252	11
Mblac1	5
1810065E05Rik	11
Gm454	5
Gm43645	5
Gm22956	5
Mir6912	10
Nxpe5	5
Csnk1g2	10
Gm12253	11
Lypd9	11
Olfr30	11
Lamtor4	5
Olfr333-ps1	11
Rpl31	1
Olfr332	11
Olfr331	11
Gm12254	11
Trappc14	5
Olfr330	11
Gm20878	4
Phf23	11
Fam205a4	4
Btbd2	10
Gm13303	4
Gm21093	4
4933409K07Rik	4
Gm37530	4
Gm3892	4
6330418K02Rik	5
Gm21104	4
Gm12354	4
Gal3st4	5
Gm9821	2
Gm3893	4
Gm13357	2
Slc7a13	4
Gm22352	2
Gm14004	2
Gm29112	1
Ctxn2	2
Gm28112	1
Ascl5	1
Gm13304	4
Gm37930	1
Lbp	2
Ppip5k2	1
Gm43720	5
Gm12255	11
Gpc2	5
Olfr329	11
Gm13299	4
Atp6v0d2	4
Pold3	7
Smarcd2	11
Ccl19-ps3	4
4930480G23Rik	4
Mknk2	10
Gm13306	4
Ttpa	4
Creb3l1	2
Stag3	5
Gm13305	4
Mob3a	10
Gm45444	7
Lipt2	7
Gm13780	2
2900072N19Rik	2
Gm34821	7
Izumo4	10
Snhg17	2
Olfr328	11
Kcnj14	7
Tcam1	11
Gm45351	7
Vmn2r-ps51	7
1700045I11Rik	4
Gm17167	4
Vmn2r-ps52	7
Gm13301	4
Gm45403	7
Gh	11
Vmn2r48	7
Gm10600	4
Gm5859	4
Ggh	4
Kcne3	7
Gm24411	2
Gm26003	2
Osbpl6	2
Limk2	11
Gm17081	4
Gm10599	4
Gm50470	4
Pvrig	5
Nkain3	4
Pvrig-ps	5
Gm10874	5
Got2-ps1	5
Ap3d1	10
Gm25525	5
Cyp3a61-ps1	5
Grwd1	7
Gm48029	5
Ccl21b	4
Zfp157	5
Gm11872	4
Gm50471	4
Gm11873	4
Gm21980	4
Gm11871	4
Gm5564	5
Gm3702	7
Gm21953	4
Vmn2r-ps24	5
Gm7067	7
1700123K08Rik	5
Gm45441	7
Cfap126	1
Gm11875	4
Gm11876	4
Vmn2r49	7
Fam205a3	4
Gm21586	4
Zfp68	5
Vmn2r50	7
Prdm13	4
Gm6850	7
Vmn2r51	7
Gm3883	4
Grik5	7
Fam205a2	4
Gm2163	4
Gm52989	4
Gm10591	4
Gm2564	4
Gm15497	5
Gm42815	5
Spag16	1
Ccl27b	4
A430033K04Rik	5
Il11ra2	4
Gm38232	5
Fam20c	5
Prkra	2
Dot1l	10
Pjvk	2
Gm21955	4
4930578G10Rik	4
Gm12395	4
Ccl19	4
Fkbp7	2
Vmn2r52	7
Foxl3	5
Pdgfa	5
Gm20679	7
Gm23879	1
Plekha3	2
