mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome
Cox6b2	7	COX6B2	19
Ccdc89	7	CCDC89	11
Pik3r5	11	PIK3R5	17
Olfr1225	2	OR4C15	11
Heatr3	8	HEATR3	16
Tshb	3	TSHB	1
Tex19.2	11	TEX19	17
Gjc2	11	GJC2	1
Thsd7b	1	THSD7B	2
Tmem119	5	TMEM119	12
Inafm2	2	INAFM2	15
Gca	2	GCA	2
Pelp1	11	PELP1	17
Cpne9	6	CPNE9	3
Gm4125	17	NFILZ	19
Pkp2	16	PKP2	12
Axdnd1	1	AXDND1	1
Vps37b	5	VPS37B	12
Dtx3l	16	DTX3L	3
Zfp65	13	ZNF200	16
Zfp65	13		3
Zfp65	13	KRBOX1	3
Zbtb11	16	ZBTB11	3
Fabp2	3	FABP2	4
Chrna1	2	CHRNA1	2
Aim2	1	AIM2	1
Foxl3	5	FOXL3	7
Btf3	13	BTF3	5
Rad51b	12	RAD51B	14
Krt20	11	KRT20	17
	4	RNU1-38P	2
Zfp988	4	ZNF34	8
Gh	11	CSH2	17
Gh	11	GH1	17
Gh	11		17
Gh	11	CSHL1	17
Nobox	6	NOBOX	7
Spam1	6	SPAM1	7
Pramel25	4	PRAMEF12	1
Pramel25	4	PRAMEF15	1
Pramel25	4	PRAMEF14	1
Pramel25	4	PRAMEF19	1
Pramel25	4	PRAMEF17	1
Pramel25	4	PRAMEF20	1
Pramel25	4	PRAMEF27	1
Pramel25	4	PRAMEF25	1
Pramel25	4	PRAMEF9	1
Pramel25	4	PRAMEF26	1
Pkp1	1	PKP1	1
Fkbp6	5	FKBP6	7
Snapc3	4	SNAPC3	9
Vmn1r11	6	VN1R5	1
Lgals8	13	LGALS8	1
Nme6	9	NME6	3
Olfr560	7	OR51C1P	11
Washc2	6	WASHC2C	10
Eif5b	1	EIF5B	2
Rnf34	5	RNF34	12
Gm49318	9		19
Nol3	8	NOL3	16
Sos1	17	SOS1	2
Tspan10	11	TSPAN10	17
Spag16	1	SPAG16	2
Gm26401	X		17
Gm26401	X		1
Clk2	3	CLK2	1
Sdc1	12	SDC1	2
Ssr2	3	SSR2	1
Mir378a	18	MIR378A	5
Phyhip	14	PHYHIP	8
Mkrn2os	6	MKRN2OS	3
Crnn	3	CRNN	1
Gramd1c	16	GRAMD1C	3
Calml4	9	CALML4	15
Chn2	6	CHN2	7
Btn1a1	13	BTN1A1	6
Sp1	15	SP1	12
Olfr958	9	OR10D3	11
Ankar	1	ANKAR	2
Rhbdf2	11	RHBDF2	17
Ankrd34a	3	ANKRD34A	1
Mstn	1	MSTN	2
Cep95	11	CEP95	17
Per2	1	PER2	2
Vmn1r4	6	VN1R5	1
Trp53inp1	4	TP53INP1	8
Zbtb38	9	ZBTB38	3
Amer3	1	AMER3	2
Gfus	15	GFUS	8
Mtif2	11	MTIF2	2
Gprc5a	6	GPRC5A	12
Gm10100	10	KRTAP4-5	17
Vegfa	17	VEGFA	6
Rars2	4	RARS2	6
Dupd1	14	DUSP29	10
Sh2b1	7	SH2B1	16
Haus8	8	HAUS8	19
Rnf157	11	RNF157	17
Mnt	11	MNT	17
Agbl4	4	AGBL4	1
Ssb	2	SSB	2
Cab39	1	CAB39	2
Smyd3	1	SMYD3	1
Dusp7	9	DUSP7	3
Bahcc1	11	BAHCC1	17
Gm24166	9		1
Qpctl	7	QPCTL	19
Igkc	6	IGKC	2
Il20ra	10	IL20RA	6
Tor1aip1	1	TOR1AIP1	1
Galk1	11	GALK1	17
Zfp553	7	ZNF48	16
Gm49721	17		6
Gm49721	17	RNASET2	6
Xpo7	14	XPO7	8
Gck	11	GCK	7
Cd7	11	CD7	17
Ttf2	3	TTF2	1
Cfap70	14	CFAP70	10
Pmf1	3	PMF1-BGLAP	1
Pmf1	3	PMF1	1
Dmbx1	4	DMBX1	1
Wdfy4	14	WDFY4	10
St6galnac2	11		17
Olfr1247	2	OR4A16	11
Zfp955b	17		19
Zfp955b	17	ZNF700	19
Zfp955b	17	ZNF878	19
Pwwp3a	10	PWWP3A	19
Saxo2	7	SAXO2	15
Fam110b	4	FAM110B	8
Nr2e3	9	NR2E3	15
Rbm12b2	4	RBM12B	8
Cdhr4	9	CDHR4	3
Cfhr1	1	CFHR2	1
Cfhr1	1	CFHR1	1
Gm24357	9		3
Troap	15	TROAP	12
Csta1	16	CSTA	3
Igkv18-36	6	IGKV3-7	2
Igkv18-36	6	IGKV3-11	2
Igkv18-36	6	IGKV3-15	2
Igkv18-36	6	IGKV3-20	2
Igkv18-36	6	IGKV3D-20	2
Igkv18-36	6	IGKV3D-15	2
Igkv18-36	6	IGKV3D-11	2
Igkv18-36	6	IGKV3D-7	2
Arhgef15	11	ARHGEF15	17
Atp11b	3	ATP11B	3
Gbp2	3	GBP2	1
Olfr95	17	OR10C1	6
Ivns1abp	1	IVNS1ABP	1
Cfap45	1	CFAP45	1
Nek7	1	NEK7	1
Vmn1r12	6	VN1R5	1
Nadk	4	NADK	1
Txnip	3	TXNIP	1
Gp2	7	GP2	16
Trib2	12	TRIB2	2
Pcdhb1	18	PCDHB1	5
Slc23a1	18	SLC23A1	5
Gcdh	8	GCDH	19
Per1	11	PER1	17
Acer1	17	ACER1	19
Mir101a	4	MIR101-1	1
Skp2	15	SKP2	5
Axl	7	AXL	19
Olfr1229	2	OR4C15	11
Kcnj11	7	KCNJ11	11
Higd1c	15	HIGD1C	12
Slc22a26	19	SLC22A9	11
Hcrtr1	4	HCRTR1	1
Pgbd1	13	PGBD1	6
Gm22353	15		1
Gm24805	19	RNU6-505P	3
Zfp524	7	ZNF524	19
Lilra5	7	LILRA6	19
Lilra5	7	LILRB5	19
Lilra5	7	LILRB3	19
Lilra5	7	LILRA5	19
Lilra5	7	LILRA4	19
Olfr38	6	OR2F1	7
Olfr38	6	OR2F2	7
Trnt1	6	TRNT1	3
Cd86	16	CD86	3
Hus1	11	HUS1	7
Mmp17	5	MMP17	12
Ppp1r14a	7	PPP1R14A	19
Olfml3	3	OLFML3	1
Slc16a5	11	SLC16A5	17
Pih1d1	7	PIH1D1	19
Atg9b	5	ATG9B	7
Podnl1	8	PODNL1	19
	11	RN7SKP162	12
Tex35	1	TEX35	1
Zbbx	3	ZBBX	3
Gpt	15	GPT	8
Chchd5	2	CHCHD5	2
Dhdds	4	DHDDS	1
C77080	4	KIAA1522	1
Rps27rt	9	RPS27	1
Fhad1	4	FHAD1	1
Zbtb16	9	ZBTB16	11
Srp9	1	SRP9	1
Man2b1	8		19
Omg	11	OMG	17
Ccpg1	9	CCPG1	15
Pcdhgb6	18	PCDHGB6	5
Brd4	17	BRD4	19
Tiam2	17	TIAM2	6
Samd12	15	SAMD12	8
Gm22381	11	RNU6-692P	2
Slc30a3	5	SLC30A3	2
Zfp652	11	ZNF652	17
Pik3r6	11	PIK3R6	17
Zfp560	9	ZNF121	19
Hcar1	5	HCAR1	12
Apoc3	9	APOC3	11
Emc10	7	EMC10	19
Mlec	5	MLEC	12
Foxp2	6	FOXP2	7
Mrm3	11	MRM3	17
Gm28778	1	ORMDL1	2
Gtf2h5	17	GTF2H5	6
Cnp	11	CNP	17
Impdh2	9	IMPDH2	3
Thpo	16	THPO	3
St6gal2	17	ST6GAL2	2
Gdf6	4	GDF6	8
Cd47	16	CD47	3
Pth1r	9	PTH1R	3
Olfr1023	2	OR5M1	11
Olfr1023	2	OR5M10	11
Nr4a1	15	NR4A1	12
Olfr847	9	OR7G2	19
4933424G06Rik	1	C2orf92	2
Nomo1	7	NOMO3	16
Nomo1	7	NOMO2	16
Nomo1	7	NOMO1	16
Tfdp2	9	TFDP2	3
Ovgp1	3	OVGP1	1
Agbl2	2	AGBL2	11
Dlat	9	DLAT	11
Bnc1	7	BNC1	15
Cadps2	6	CADPS2	7
Rgs1	1	RGS1	1
Lima1	15	LIMA1	12
Arap1	7	ARAP1	11
Serpini1	3	SERPINI1	3
Gckr	5	GCKR	2
Smarcal1	1	SMARCAL1	2
Gm26226	4	RNU6-1153P	16
Gm26226	4	RNU6-964P	2
Gm26226	4		12
Gm25899	4	RNU4-84P	2
Gm25899	4	RNU4-12P	6
Gm25899	4	RNU4-70P	6
Ect2	3	ECT2	3
Fzd7	1	FZD7	2
Zfp787	7	ZNF787	19
Slc33a1	3	SLC33A1	3
Sin3b	8	SIN3B	19
Rnf39	17	RNF39	6
Tmem72	6	TMEM72	10
Gm23897	3		16
Oas1e	5	OAS1	12
Gm36210	7	C19orf85	19
Mrgpra9	7	MRGPRX3	11
Mrgpra9	7	MRGPRX2	11
Mrgpra9	7	MRGPRX1	11
Pcdhb18	18	PCDHB9	5
Pcdhb18	18	PCDHB10	5
Acot7	4	ACOT7	1
Serpini2	3	SERPINI2	3
Cant1	11	CANT1	17
Hsd3b5	3	HSD3B2	1
Hsd3b5	3	HSD3B1	1
Urb2	8	URB2	1
Golgb1	16	GOLGB1	3
Gm22985	9	RNU4-47P	17
Rsl1	13	ZNF429	19
Tbx21	11	TBX21	17
Kdm5b	1	KDM5B	1
Dnah10	5	DNAH10	12
S100a13	3	S100A13	1
Flvcr1	1	FLVCR1	1
Tsen54	11	TSEN54	17
Hebp1	6	HEBP1	12
Otud7b	3	OTUD7B	1
Chia1	3	CHIA	1
Pigv	4	PIGV	1
B3galt2	1	B3GALT2	1
Gm28040	1	KISS1	1
Snora7a	6	SNORA7A	3
Snora7a	6	SNORA7B	3
Zfp558	9	ZNF557	19
Tmem184a	5	TMEM184A	7
Septin9	11	SEPTIN9	17
Glipr1l1	10	GLIPR1L1	12
2810004N23Rik	8	C1orf131	1
Hyi	4	HYI	1
Nudt16l2	9	NUDT16	3
Ms4a6d	19	MS4A6A	11
Ms4a6d	19	MS4A6E	11
Acly	11	ACLY	17
St8sia1	6	ST8SIA1	12
Ipp	4	IPP	1
Vps8	16	VPS8	3
Cfap74	4	CFAP74	1
Trim59	3	TRIM59	3
Polk	13	POLK	5
Rep15	6	REP15	12
Egr2	10	EGR2	10
Pde11a	2	PDE11A	2
Dusp1	17	DUSP1	5
Irgm1	11	IRGM	5
Ccrl2	9	CCRL2	3
9130008F23Rik	17	C6orf141	6
Mutyh	4		1
Mutyh	4	MUTYH	1
Bpnt1	1	BPNT1	1
Mrpl17	7	MRPL17	11
Pcdha10	18	PCDHA4	5
Slc6a15	10	SLC6A15	12
Efcab2	1	EFCAB2	1
Olfr844	9	OR7G2	19
Itga6	2	ITGA6	2
Zfp944	17	ZNF34	8
Mms22l	4	MMS22L	6
Sesn1	10	SESN1	6
Olfr506	7	OR5P2	11
Dot1l	10	DOT1L	19
Cryba1	11	CRYBA1	17
Esr1	10	ESR1	6
St18	1	ST18	8
Calr	8	CALR	19
Eral1	11	ERAL1	17
Abhd15	11	ABHD15	17
Smpdl3b	4	SMPDL3B	1
Spata21	4	SPATA21	1
Plekhf1	7	PLEKHF1	19
Tmem218	9	TMEM218	11
Plin4	17	PLIN4	19
Cidec	6	CIDEC	3
Rgs22	15	RGS22	8
Gm26418	1	SNORA10B	2
Gm26418	1	SNORA10	16
Use1	8	USE1	19
Vps37c	19	VPS37C	11
Thumpd1	7	THUMPD1	16
Atp13a3	16	ATP13A3	3
Il18r1	1	IL18R1	2
Olfr401	11	OR3A1	17
Agpat5	8	AGPAT5	8
Dnajc12	10	DNAJC12	10
C130074G19Rik	1	C1orf115	1
Olfr19	16	OR7A5	19
Olfr19	16	OR7A10	19
Olfr19	16	OR7A17	19
Olfr1047	2	OR8K3	11
Nhej1	1	NHEJ1	2
Fbxo21	5	FBXO21	12
Srsf1	11	SRSF1	17
Bcas2	3	BCAS2	1
Ldlrad2	4	LDLRAD2	1
Fmo5	3	FMO5	1
Bst2	8	BST2	19
Ica1l	1	ICA1L	2
Ndufaf1	2	NDUFAF1	15
Inava	1	INAVA	1
Krt25	11	KRT25	17
Zglp1	9	ZGLP1	19
Snord65	11	SNORD65	17
Mast3	8	MAST3	19
Tmem219	7	TMEM219	16
Psmc3	2	PSMC3	11
Cyp2e1	7	CYP2E1	10
Lgals9	11	LGALS13	19
E330014E10Rik	5	PRAMEF12	1
E330014E10Rik	5	PRAMEF15	1
E330014E10Rik	5	PRAMEF14	1
E330014E10Rik	5	PRAMEF19	1
E330014E10Rik	5	PRAMEF17	1
E330014E10Rik	5	PRAMEF20	1
E330014E10Rik	5	PRAMEF27	1
E330014E10Rik	5	PRAMEF25	1
E330014E10Rik	5	PRAMEF9	1
E330014E10Rik	5	PRAMEF26	1
Fbxw16	9	FBXW12	3
Ccdc71l	12	CCDC71L	7
Vstm2b	7	VSTM2B	19
Psrc1	3	PSRC1	1
Taf2	15	TAF2	8
Zfp738	13	ZNF736	7
Zfp738	13	ZNF678	1
Zfp738	13	ZNF695	1
Zfp738	13	ZNF738	19
Zfp738	13	ZNF681	19
Ak4	4	AK4P3	12
Ugt1a2	1	UGT1A4	2
Ugt1a2	1	UGT1A3	2
Ugt1a2	1	UGT1A5	2
Kcnf1	12	KCNF1	2
Trnau1ap	4	TRNAU1AP	1
Mir34a	4	MIR34A	1
Cast	13	CAST	5
Abhd14a	9	ABHD14A	3
Olfr995	2	OR5AK2	11
Ppp2cb	8	PPP2CB	8
Plce1	19	PLCE1	10
Gm13043	4	PRAMEF12	1
Gm13043	4	PRAMEF15	1
Gm13043	4	PRAMEF14	1
Gm13043	4	PRAMEF19	1
Gm13043	4	PRAMEF17	1
Gm13043	4	PRAMEF20	1
Gm13043	4	PRAMEF27	1
Gm13043	4	PRAMEF25	1
Gm13043	4	PRAMEF9	1
Gm13043	4	PRAMEF26	1
S100a11	3	S100A11	1
B3gnt7	1	B3GNT7	2
Trim47	11	TRIM47	17
Lce1e	3	LCE2D	1
Lce1e	3	LCE2B	1
Lce1e	3	LCE2A	1
Lce1e	3	LCE5A	1
Lce1e	3	LCE2C	1
Zfp414	17	ZNF414	19
Yipf7	5	YIPF7	4
Bmpr2	1	BMPR2	2
Olfr172	16	OR5K1	3
Olfr172	16	OR5K2	3
Glul	1	GLUL	1
Kntc1	5	KNTC1	12
Klhl21	4	KLHL21	1
Oxtr	6	OXTR	3
Nos1ap	1	NOS1AP	1
Pdia6	12	PDIA6	2
Trim28	7	TRIM28	19
Slc2a4	11	SLC2A4	17
Lrrn4cl	19	LRRN4CL	11
Dut	2	DUT	15
Pear1	3	PEAR1	1
Gm25203	12		3
Rnf186	4	RNF186	1
Olfr74	2	OR5D18	11
Gm23377	9		2
Gm23377	9		3
Mxd1	6	MXD1	2
Kcnab3	11	KCNAB3	17
Csmd2	4	CSMD2	1
Asf1b	8	ASF1B	19
Ergic2	6	ERGIC2	12
Pramel18	4	PRAMEF12	1
Pramel18	4	PRAMEF15	1
Pramel18	4	PRAMEF14	1
Pramel18	4	PRAMEF19	1
Pramel18	4	PRAMEF17	1
Pramel18	4	PRAMEF20	1
Pramel18	4	PRAMEF27	1
Pramel18	4	PRAMEF25	1
Pramel18	4	PRAMEF9	1
Pramel18	4	PRAMEF26	1
Ppp1r42	1	PPP1R42	8
Gm23691	2	RNU6-685P	2
Ogg1	6	OGG1	3
Fam168b	1	FAM168B	2
Nlgn1	3	NLGN1	3
Cxcl16	11	CXCL16	17
Ces2f	8	CES2	16
Eln	5	ELN	7
Pcdha6	18	PCDHA6	5
Pcdha6	18	PCDHA8	5
Soat1	1	SOAT1	1
Krt10	11	KRT10	17
Myh10	11	MYH10	17
Resp18	1	RESP18	2
Zfp207	11	ZNF207	17
Fam53c	18	FAM53C	5
Hoxb2	11	HOXB2	17
2810459M11Rik	1	C2orf72	2
Otof	5	OTOF	2
Slco1a6	6	SLCO1A2	12
Vmn1r239-ps	X	VN1R5	1
Hoxa9	6	HOXA9	7
Hoxa9	6		7
Tmem207	16	TMEM207	3
Olfr1096	2	OR8H2	11
Olfr1096	2	OR8H1	11
Sdf4	4	SDF4	1
Clpp	17	CLPP	19
Prl4a1	13	PRL	6
Grhl3	4	GRHL3	1
Olfr552	7	OR52K2	11
Pramel51	12	PRAMEF12	1
Pramel51	12	PRAMEF15	1
Pramel51	12	PRAMEF14	1
Pramel51	12	PRAMEF19	1
Pramel51	12	PRAMEF17	1
Pramel51	12	PRAMEF20	1
Pramel51	12	PRAMEF27	1
Pramel51	12	PRAMEF25	1
Pramel51	12	PRAMEF9	1
Pramel51	12	PRAMEF26	1
Aqp12	1	AQP12B	2
Aqp12	1	AQP12A	2
Olfr924	9	OR8D2	11
Gm22784	3		17
Taf1a	1	TAF1A	1
Olfr1424	19	OR4D10	11
Pgm1	4	PGM1	1
Pycr1	11	PYCR1	17
Peak1	9	PEAK1	15
Nup133	8	NUP133	1
Cr1l	1	CR1	1
Adat3	10	ADAT3	19
F3	3	F3	1
Zfp804a	2	ZNF804A	2
Mesp1	7	MESP1	15
Treml1	17	TREML1	6
Ackr2	9	ACKR2	3
Gm24285	10	RNU6-700P	12
Gm24285	10	RNU6-1297P	1
	9	RN7SKP298	3
Pcdhga10	18	PCDHGA10	5
Thnsl2	6	THNSL2	2
Mapt	11	MAPT	17
Capn8	1	CAPN8	1
Atp6v0e	17	ATP6V0E1	5
Fam43b	4	FAM43B	1
Sppl2b	10	SPPL2B	19
Gm6763	10	ALYREF	17
Ier2	8	IER2	19
Snhg4	18		5
Snhg4	18	MATR3	5
D8Ertd738e	8	C19orf53	19
Ptrhd1	12	PTRHD1	2
Gm22351	X	RNU6-107P	2
Phf7	14	PHF7	3
4931428F04Rik	8	KIAA0895L	16
Itpka	2	ITPKA	15
A430005L14Rik	4	C1orf174	1
Shank1	7	SHANK1	19
Defb47	14	DEFB130B	8
	4	RN7SKP270	1
Spc25	2	SPC25	2
Hdac5	11	HDAC5	17
Ryr2	13	RYR2	1
Mir425	9	MIR425	3
Ube2j2	4	UBE2J2	1
Cd209c	8	CD209	19
Grhl1	12	GRHL1	2
Oog2	4	PRAMEF12	1
Oog2	4	PRAMEF15	1
Oog2	4	PRAMEF14	1
Oog2	4	PRAMEF19	1
Oog2	4	PRAMEF17	1
Oog2	4	PRAMEF20	1
Oog2	4	PRAMEF27	1
Oog2	4	PRAMEF25	1
Oog2	4	PRAMEF9	1
Oog2	4	PRAMEF26	1
Nt5c1a	4	NT5C1A	1
Snord60	17		1
Ankra2	13	ANKRA2	5
Coq8b	7	COQ8B	19
Olfr577	7	OR51G2	11
Tatdn1	15	TATDN1	8
Snord96a	11	SNORD96A	5
Cda	4	CDA	1
Olfr1454	19	OR5B3	11
Ilk	7	ILK	11
Lrrc6	15	DNAAF11	8
Fev	1	FEV	2
Cyb5rl	4		1
Cyb5rl	4	CYB5RL	1
Zfp324	7	ZNF324	19
Mapk8	14	MAPK8	10
Exo1	1	EXO1	1
Myh8	11	MYH8	17
Agps	2	AGPS	2
Arntl2	6	ARNTL2	12
Qrich2	11	QRICH2	17
Mtss2	8	MTSS2	16
Adprh	16	ADPRH	3
Gm23355	16	RNU6-17P	15
Tpcn2	7		11
Cand2	6	CAND2	3
Htr1f	16	HTR1F	3
Rpf1	3	RPF1	1
Mfsd2b	12	MFSD2B	2
Meltf	16	MELTF	3
Ak6	13	TAF9	5
Mir208a	14	MIR208A	14
Zap70	1	ZAP70	2
Ddx52	11	DDX52	17
Gm3854	7	ZNF582	19
Trim30a	7	TRIM5	11
Jmjd4	11	JMJD4	1
Sh2d1b2	1	SH2D1B	1
Gm25052	8	RNU2-63P	2
Marchf7	2	MARCHF7	2
Isyna1	8	ISYNA1	19
Snord7	11	SNORD7	17
Zfyve9	4	ZFYVE9	1
Mir9-2	13	MIR9-2	5
Dmtn	14	DMTN	8
Ikzf1	11	IKZF1	7
Add1	5	ADD1	4
Tnk1	11	TNK1	17
Dnah11	12	DNAH11	7
Ccnl1	3	CCNL1	3
Pura	18	PURA	5
Prrg2	7	PRRG2	19
Pramel34	5	PRAMEF12	1
Pramel34	5	PRAMEF15	1
Pramel34	5	PRAMEF14	1
Pramel34	5	PRAMEF19	1
Pramel34	5	PRAMEF17	1
Pramel34	5	PRAMEF20	1
Pramel34	5	PRAMEF27	1
Pramel34	5	PRAMEF25	1
Pramel34	5	PRAMEF9	1
Pramel34	5	PRAMEF26	1
Rbm44	1	RBM44	2
Olfr1256	2	OR4A47	11
Snora81	16	SNORA81	3
Ano5	7	ANO5	11
Snord42a	11	SNORD42A	17
Cyp2a4	7	CYP2A7	19
Cib1	7	CIB1	15
Defa31	8	DEFA1	8
Defa31	8	DEFA1B	8
Thumpd3	6	THUMPD3	3
Atpaf1	4	ATPAF1	1
Smarca4	9	SMARCA4	19
Ppl	16	PPL	16
Mir291b	7	MIR372	19
Mir193a	11	MIR193A	17
Kcnk6	7	KCNK6	19
Myb	10	MYB	6
Dbn1	13	DBN1	5
Tmem220	11	TMEM220	17
Npb	11	NPB	17
Rasgef1b	5	RASGEF1B	4
Cibar1	4	CIBAR1	8
Olfr488	7	OR5P2	11
Gm25130	14	RNU1-141P	1
Zp1	19	ZP1	11
Inpp5d	1	INPP5D	2
C1s2	6	C1S	12
Guk1	11	GUK1	1
Dnase1l3	14	DNASE1L3	3
Olfr700	7	OR2AG1	11
Igflr1	7	IGFLR1	19
Sorbs1	19	SORBS1	10
Colgalt2	1	COLGALT2	1
Mlf2	6	MLF2	12
Iqschfp	3	SCHIP1	3
Iqschfp	3	IQCJ-SCHIP1	3
Dhps	8	DHPS	19
Rassf5	1	RASSF5	1
Asb16	11	ASB16	17
Gpr52	1	GPR52	1
Pcdh12	18	PCDH12	5
H3c13	3	H3C15	1
Sspn	6	SSPN	12
Tent5c	3	TENT5C	1
Rbm8a2	1	RBM8A	1
Adcy6	15	ADCY6	12
Arhgef3	14	ARHGEF3	3
Apof	10	APOF	12
Snrk	9	SNRK	3
Hoxd9	2	HOXD9	2
Mrgpra4	7	MRGPRX3	11
Mrgpra4	7	MRGPRX2	11
Mrgpra4	7	MRGPRX1	11
Syt15	14		10
Syt15	14	SYT15	10
P3r3urf	4	P3R3URF	1
Ubald2	11	UBALD2	17
Nkd2	13	NKD2	5
Maco1	4	MACO1	1
Olfr850	9	OR7G1	19
Rrp9	9	RRP9	3
Btbd18	2	BTBD18	11
Tnfsf18	1	TNFSF18	1
Tmem88b	4	TMEM88B	1
Lrrc58	16	LRRC58	3
Atxn7l1	12	ATXN7L1	7
Tlk2	11	TLK2	17
Eif2d	1	EIF2D	1
Sult5a1	8	SULT1A2	16
Sult5a1	8		16
Sult5a1	8	SULT1A1	16
Med25	7	MED25	19
Abi3bp	16	ABI3BP	3
1810046K07Rik	9	C11orf53	11
Macf1	4	MACF1	1
Ap3b1	13	AP3B1	5
4930562C15Rik	16	C16orf96	16
Mcoln3	3	MCOLN3	1
Gm49387	14	HACL1	3
Arf6	12	ARF6	14
Galnt3	2	GALNT3	2
Gm7298	6	CPAMD8	19
Fggy	4	FGGY	1
Ccdc18	5	CCDC18	1
Ubr3	2	UBR3	2
Plscr2	9	PLSCR1	3
Ptpn12	5	PTPN12	7
Nqo2	13	NQO2	6
Tmod4	3	TMOD4	1
Syt11	3	SYT11	1
Bbs4	9	BBS4	15
Mir181b-1	1	MIR181B1	1
Ccdc93	1	CCDC93	2
Pgr	9	PGR	11
Snord82	1	SNORD82	2
Ubb	11	UBB	17
Pcdha4	18	PCDHA4	5
Sptbn4	7	SPTBN4	19
Actr3b	5	ACTR3C	7
2210408I21Rik	13	KIAA0825	5
Krtap3-3	11	KRTAP3-3	17
Krtap3-3	11	KRTAP3-2	17
Lsm7	10	LSM7	19
Xrn1	9	XRN1	3
Cdc14a	3	CDC14A	1
Zfp59	7	ZNF780A	19
Sema6a	18	SEMA6A	5
Gm24296	12	RNU6-1229P	7
Marveld2	13	MARVELD2	5
Tmem41b	7	TMEM41B	11
Cdx1	18	CDX1	5
Kctd19	8	KCTD19	16
Wdr62	7	WDR62	19
Fpr2	17	FPR2	19
Olfr836	9	OR7G2	19
Rln3	8	RLN3	19
Gtdc1	2	GTDC1	2
Hoxd11	2	HOXD11	2
AAdacl4fm3	4	AADACL4	1
Dhx34	7	DHX34	19
Foxh1	15	FOXH1	8
Lrriq4	3	LRRIQ4	3
Rbp4	19	RBP4	10
Gm22618	5	RNU6-950P	12
Gm22618	5	RNU6-968P	1
Me3	7	ME3	11
Commd1	11	COMMD1	2
Kng1	16	KNG1	3
Tmem38a	8	TMEM38A	19
Pcdha9	18	PCDHA10	5
Ugt2a2	5	UGT2A2	4
Tex46	4	TEX46	1
Ccdc185	1	CCDC185	1
Scnm1	3	SCNM1	1
Apoa4	9	APOA4	11
Dazl	17	DAZL	3
Etfb	7	ETFB	19
Trim30c	7	TRIM5	11
Ncf2	1	NCF2	1
Cep20	16	CEP20	16
Il23a	10	IL23A	12
Lexm	4	LEXM	1
Gbp2b	3	GBP2	1
Srp68	11	SRP68	17
E2f6	12	E2F6	2
Plekhn1	4	PLEKHN1	1
Gm24916	14	SNORD19B	3
Kctd15	7	KCTD15	19
Mgp	6	MGP	12
Olfr1385	11	OR2Y1	5
Stambpl1	19	STAMBPL1	10
Cks1b	3	CKS1B	1
Gatad2b	3	GATAD2B	1
Poc1a	9	POC1A	3
Reep2	18	REEP2	5
Gm26461	9	RN7SL582P	3
Ncapd2	6	NCAPD2	12
Ttc37	13	TTC37	5
Dnajb1	8	DNAJB1	19
Cfap73	5	CFAP73	12
Olfr69	7	OR52A5	11
Rufy1	11	RUFY1	5
Zfp385c	11	ZNF385C	17
Slc25a19	11	SLC25A19	17
Cfap20dc	14	CFAP20DC	3
Rpl23a	11	RPL23A	17
Spag11b	8	SPAG11B	8
Gm7879	5	PPIH	1
Cd2	3	CD2	1
Prr9	3	PRR9	1
Krt33b	11	KRT33A	17
Zfp362	4	ZNF362	1
Pcdhga9	18	PCDHGA9	5
Klkb1	8	KLKB1	4
Scn11a	9	SCN11A	3
Gm24927	16	RNU6-143P	3
Duox2	2	DUOX2	15
St3gal3	4	ST3GAL3	1
Lrrtm4	6	LRRTM4	2
Bnip1	17	BNIP1	5
Gm22866	9	RNU1-74P	1
Ddb1	19	DDB1	11
1700003E16Rik	6		2
1700003E16Rik	6	C2orf81	2
Spast	17	SPAST	2
Olfr1497	19	OR9Q2	11
Yif1b	7	YIF1B	19
Nmd3	3	NMD3	3
Tstd1	1	TSTD1	1
Slc9a3r2	17	SLC9A3R2	16
Myl3	9	MYL3	3
Il11ra2	4		9
Il11ra2	4	IL11RA	9
Cacna1h	17	CACNA1H	16
Fam187b	7	FAM187B	19
Tesk2	4	TESK2	1
Mir302d	3	MIR302D	4
Ift172	5	IFT172	2
Ttc30a1	2	TTC30B	2
Ttc30a1	2	TTC30A	2
Ttyh2	11	TTYH2	17
Dusp27	1	STYXL2	1
Pex12	11	PEX12	17
Igsf9	1	IGSF9	1
Bhlhe40	6	BHLHE40	3
Ptpn7	1	PTPN7	1
Rexo1	10	REXO1	19
Abcc12	8	ABCC12	16
Kera	10	KERA	12
Lhb	7		19
Bsg	10	BSG	19
Paqr9	9	PAQR9	3
2610528A11Rik	14	C10orf99	10
Plppr5	3	PLPPR5	1
Hectd1	12	HECTD1	14
Eps15	4	EPS15	1
Gm20765	10	ALYREF	17
Spg11	2	SPG11	15
Upp2	2	UPP2	2
Evx2	2	EVX2	2
Itpripl2	7	ITPRIPL2	16
Atp1a2	1	ATP1A2	1
Ggt6	11	GGT6	17
Gm23507	11	RNU6-1175P	11
Denn2b	7	DENND2B	11
Tsen34	7	TSEN34	19
Map1s	8	MAP1S	19
R3hdm1	1	R3HDM1	2
Ripply2	9	RIPPLY2	6
Plagl1	10	PLAGL1	6
Stard5	7	STARD5	15
Bola3	6	BOLA3	2
Igfbp3	11	IGFBP3	7
Olfr448	6	OR2A5	7
Cwc27	13	CWC27	5
Akap8l	17	AKAP8L	19
Krtap4-7	11	KRTAP4-12	17
Krtap4-7	11	KRTAP4-6	17
