mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome
Zfp763	17	ZNF487	10
Zfp763	17	ZNF778	16
Col6a3	1	COL6A3	2
Slc16a4	3	SLC16A4	1
Esrrg	1	ESRRG	1
Sdf4	4	SDF4	1
Ccdc126	6	CCDC126	7
2210017I01Rik	3		1
Cxcl13	5	CXCL13	4
Gm25201	17	RNU1-31P	2
Kdm2b	5	KDM2B	12
Col6a5	9	COL6A5	3
Gm7579	7	KRTAP5-8	11
Mdfi	17	MDFI	6
Zfp382	7	ZNF382	19
Gm24204	15	RNU6-1300P	8
Hpcal4	4	HPCAL4	1
Edem3	1	EDEM3	1
Hsd3b3	3	HSD3B2	1
Hsd3b3	3	HSD3B1	1
1810009A15Rik	19		11
1810009A15Rik	19	C11orf98	11
Acly	11	ACLY	17
Klc1	12	KLC1	14
Sfmbt2	2	SFMBT2	10
Mitd1	1	MITD1	2
Olfr466	13	OR9H1P	1
B3gnt7	1	B3GNT7	2
Cers1	8	GDF1	19
Syngr3	17	SYNGR3	16
Alx3	3	ALX3	1
Grb2	11	GRB2	17
Nkpd1	7	NKPD1	19
Tmem233	5	TMEM233	12
Spata17	1	SPATA17	1
Eif4g3	4	EIF4G3	1
Thpo	16	THPO	3
Csmd2	4	CSMD2	1
Zbtb7b	3	ZBTB7B	1
Atoh7	10	ATOH7	10
Glod4	11	GLOD4	17
Prl8a8	13	PRL	6
Gm23817	12	RNU6-87P	12
Rps27rt	9	RPS27	1
Tmem126b	7	TMEM126B	11
6330403K07Rik	11		17
Gm24379	2		1
Ankrd34a	3	ANKRD34A	1
Olfr441	6	OR2A14	7
Ciart	3	CIART	1
Nbeal2	9	NBEAL2	3
D2hgdh	1	D2HGDH	2
Hdlbp	1	HDLBP	2
Mir9-1	3	MIR9-1	1
Kcnab2	4	KCNAB2	1
Actn2	13	ACTN2	1
Csta2	16	CSTA	3
Defb22	2	DEFB134	8
Cd52	4	CD52	1
Arhgef15	11	ARHGEF15	17
Ugt1a5	1	UGT1A4	2
Ugt1a5	1	UGT1A3	2
Ugt1a5	1	UGT1A5	2
	9	RN7SKP89	5
Atp1b1	1	ATP1B1	1
Dtx2	5	DTX2	7
Samd15	12	SAMD15	14
Dedd	1	DEDD	1
Olfr692	7	OR52W1	11
Rab25	3	RAB25	1
Rnf151	17	RNF151	16
Flacc1	1	FLACC1	2
Gm25697	14		2
Fn1	1	FN1	2
Rpl13	8	RPL13	16
Sbf2	7	SBF2	11
Diablo	5	DIABLO	12
Zfp648	1	ZNF648	1
Gm24147	X		2
Duox1	2	DUOX1	15
Elp6	9	ELP6	3
Gm23207	18	RNU6-180P	1
Gap43	16	GAP43	3
Acaa1b	9	ACAA1	3
Irag1	7	IRAG1	11
Olfr846	9	OR7G2	19
Gm21885	11	ANKRD40CL	17
Uck2	1	UCK2	1
Snord45b	3	SNORD45B	1
Mrps5	2	MRPS5	2
Pmp2	3	PMP2	8
Arhgap33	7	ARHGAP33	19
Ankrd46	15	ANKRD46	8
Sf1	19	SF1	11
Col1a1	11	COL1A1	17
Snord1a	11	SNORD1A	17
Try5	6	PRSS1	7
Try5	6	PRSS2	7
Arf6	12	ARF6	14
Pcdha7	18	PCDHA7	5
Pcdha7	18	PCDHA9	5
Ipo11	13	IPO11	5
Stil	4	STIL	1
Zfp286	11	ZNF286A	17
Zfp286	11	ZNF286A-TBC1D26	17
Hmgxb3	18	HMGXB3	5
Zfp979	4	ZNF34	8
Tnfrsf26	7	TNFRSF10B	8
Tnfrsf26	7	TNFRSF10C	8
Tnfrsf26	7	TNFRSF10D	8
Tmem69	4	TMEM69	1
Gm24644	2		3
Hsh2d	8	HSH2D	19
Ccdc190	1	CCDC190	1
Defb34	8	DEFB134	8
Krt79	15	KRT79	12
Gm6614	6	SLCO1A2	12
Dynlt2b	16	DYNLT2B	3
Dynlt2b	16		3
Prkg2	5	PRKG2	4
H3c13	3	H3C15	1
Pet100	8	PET100	19
Pcp4l1	1	PCP4L1	1
Vwa1	4	VWA1	1
Atp13a2	4	ATP13A2	1
Cdk18	1	CDK18	1
Slfn9	11	SLFN13	17
Mex3d	10	MEX3D	19
Tdrp	8	TDRP	8
Vmn1r10	6	VN1R5	1
Cr1l	1	CR1	1
Gclm	3	GCLM	1
Rps28	17	RPS28	19
Tex37	6	TEX37	2
Ano2	6	ANO2	12
Gpr17	18	GPR17	2
Fh1	1	FH	1
Olfr1457	19	OR5B3	11
Hoxa5	6	HOXA5	7
Evpl	11	EVPL	17
Cers4	8	CERS4	19
Pira13	7	LILRA6	19
Pira13	7	LILRB5	19
Pira13	7	LILRB3	19
Pira13	7	LILRA5	19
Pira13	7	LILRA4	19
Ezr	17	EZR	6
Umod	7	UMOD	16
Elavl1	8	ELAVL1	19
Apod	16	APOD	3
Olfr402	11	OR3A1	17
Pde10a	17	PDE10A	6
Myh11	16	MYH11	16
Prl3d3	13	PRL	6
Cd1d1	3	CD1D	1
Gm23245	5	SNORA22C	7
Pramel36	5	PRAMEF12	1
Pramel36	5	PRAMEF15	1
Pramel36	5	PRAMEF14	1
Pramel36	5	PRAMEF19	1
Pramel36	5	PRAMEF17	1
Pramel36	5	PRAMEF20	1
Pramel36	5	PRAMEF27	1
Pramel36	5	PRAMEF25	1
Pramel36	5	PRAMEF9	1
Pramel36	5	PRAMEF26	1
Isyna1	8	ISYNA1	19
Gm8764	10	ALYREF	17
Hoxd11	2	HOXD11	2
Srprb	9	SRPRB	3
Vmn1r15	6	VN1R5	1
Dpp3	19	DPP3	11
Pkp2	16	PKP2	12
Sh2b1	7	SH2B1	16
Ptprc	1	PTPRC	1
Fhad1	4	FHAD1	1
Snrnp48	13	SNRNP48	6
Lins1	7	LINS1	15
Ttc24	3	TTC24	1
Nlrp12	7	NLRP12	19
Morn2	17	MORN2	2
Srsf1	11	SRSF1	17
	6	RN7SKP269	1
Jak3	8	JAK3	19
Syt11	3	SYT11	1
Gm26938	5	TMEM184A	7
Sema6c	3	SEMA6C	1
Eml2	7	EML2	19
Aknad1	3	AKNAD1	1
Olfr839-ps1	9	OR7G2	19
Nucb2	7	NUCB2	11
S100a6	3	S100A6	1
Erc2	14	ERC2	3
Dusp28	1	DUSP28	2
Gdf6	4	GDF6	8
Klk1b8	7	KLK3	19
Ccnd3	17	CCND3	6
Gm28040	1	KISS1	1
Ndel1	11	NDEL1	17
Agl	3	AGL	1
Gm40460	7	KRTAP2-3	17
Gm40460	7	KRTAP2-4	17
Gm40460	7	KRTAP4-16	17
Gm40460	7	KRTAP4-11	17
Gm40460	7	KRTAP4-5	17
Gm40460	7	KRTAP4-4	17
Gm40460	7	KRTAP2-1	17
Gm40460	7	KRTAP2-2	17
Gm40460	7	KRTAP4-8	17
Gm40460	7	KRTAP4-1	17
Gm40460	7	KRTAP4-9	17
Gm40460	7	KRTAP9-1	17
Gmcl1	6	GMCL2	5
Gmcl1	6	GMCL1	2
Sycp1	3	SYCP1	1
Emp1	6	EMP1	12
Rnf220	4	RNF220	1
Tm4sf20	1	TM4SF20	2
Ankrd33	15	ANKRD33	12
Rhob	12	RHOB	2
Mrps24	11	MRPS24	7
Klk5	7	KLK5	19
Grk6	13	GRK6	5
Olfr125	17	OR14J1	6
Tbc1d1	5	TBC1D1	4
Hoxa3	6	HOXA3	7
Cd320	17	CD320	19
Kctd10	5	KCTD10	12
Rpl38	11	RPL38	17
Fiz1	7	FIZ1	19
Cop1	1	COP1	1
Igkv18-36	6	IGKV3-7	2
Igkv18-36	6	IGKV3-11	2
Igkv18-36	6	IGKV3-15	2
Igkv18-36	6	IGKV3-20	2
Igkv18-36	6	IGKV3D-20	2
Igkv18-36	6	IGKV3D-15	2
Igkv18-36	6	IGKV3D-11	2
Igkv18-36	6	IGKV3D-7	2
Lpgat1	1	LPGAT1	1
	2	RN7SKP123	1
Prss38	11	PRSS38	1
Prr12	7	PRR12	19
Gm22447	8		3
B4galt3	1	B4GALT3	1
Nudt16l2	9	NUDT16	3
Kir3dl1	X	KIR2DL4	19
Kir3dl1	X	KIR3DL3	19
Naa25	5	NAA25	12
Lamtor5	3	LAMTOR5	1
Vps54	11	VPS54	2
Heatr5b	17	HEATR5B	2
Ren1	1	REN	1
Fut4	9	FUT4	11
Tgfb1	7	TGFB1	19
Ascl3	7	ASCL3	11
Yod1	1	YOD1	1
Sos1	17	SOS1	2
Arhgef28	13	ARHGEF28	5
Olfr239	17	OR10H2	19
Olfr239	17	OR10H5	19
Olfr239	17	OR10H1	19
Gm25008	17	RNU6-650P	7
Lpcat4	2	LPCAT4	15
Gm23102	17	RNU5A-5P	1
Atp8b2	3	ATP8B2	1
Apoa1	9	APOA1	11
Chst2	9	CHST2	3
Clcn3	8	CLCN3	4
Gpr83	9	GPR83	11
Gm50092	7	SRRM5	19
Ctnna3	10	CTNNA3	10
Ctdnep1	11	CTDNEP1	17
Terb2	2	TERB2	15
Ism2	12	ISM2	14
Krt31	11	KRT33A	17
Anapc15-ps	10	ANAPC15	11
Slc20a1	2	SLC20A1	2
Larp1	11	LARP1	5
Mob2	7	MOB2	11
Cpa3	3	CPA3	3
Olfr1093	2	OR5T1	11
Olfr1093	2	OR5T3	11
Marcksl1	4	MARCKSL1	1
P2ry13	3	P2RY13	3
Wiz	17	WIZ	19
Accs	2	ACCS	11
Kcnj10	1	KCNJ10	1
A130010J15Rik	1	C1orf74	1
Hsd17b1	11	HSD17B1	17
Vps72	3	VPS72	1
Gm52968	2	GANC	15
Myef2	2	MYEF2	15
Olfr1265	2	OR4X2	11
Snord42b	11	SNORD42B	17
Hoatz	9	HOATZ	11
Apcs	1	APCS	1
St18	1	ST18	8
Vmn1r30	6	VN1R5	1
Llgl1	11	LLGL1	17
Pramel29	4	PRAMEF12	1
Pramel29	4	PRAMEF15	1
Pramel29	4	PRAMEF14	1
Pramel29	4	PRAMEF19	1
Pramel29	4	PRAMEF17	1
Pramel29	4	PRAMEF20	1
Pramel29	4	PRAMEF27	1
Pramel29	4	PRAMEF25	1
Pramel29	4	PRAMEF9	1
Pramel29	4	PRAMEF26	1
Cfap126	1	CFAP126	1
Mocs2	13	MOCS2	5
Gm22827	8	RNU6-446P	17
Kmt2a	9	KMT2A	11
Cd200r3	16	CD200R1L	3
Fam216a	5	FAM216A	12
Pde3a	6	PDE3A	12
Isg20	7	ISG20	15
Gin1	1	GIN1	5
Scn8a	15	SCN8A	12
Brd8	18	BRD8	5
Abhd17a	10	ABHD17A	19
Rbm4	19	RBM4	11
Enah	1	ENAH	1
Fbxo38	18	FBXO38	5
Tmem108	9	TMEM108	3
2310011J03Rik	10	C19orf25	19
Clec1b	6	CLEC1B	12
Bend4	5	BEND4	4
Pramel5	4	PRAMEF12	1
Pramel5	4	PRAMEF15	1
Pramel5	4	PRAMEF14	1
Pramel5	4	PRAMEF19	1
Pramel5	4	PRAMEF17	1
Pramel5	4	PRAMEF20	1
Pramel5	4	PRAMEF27	1
Pramel5	4	PRAMEF25	1
Pramel5	4	PRAMEF9	1
Pramel5	4	PRAMEF26	1
Hsf4	8	HSF4	16
Irf6	1	IRF6	1
Tdgf1	9	TDGF1	3
Ptges3l	11	PTGES3L	17
St6gal2	17	ST6GAL2	2
Hcrt	11	HCRT	17
Selenov	7	SELENOV	19
Phb	11	PHB	17
Zfp760	17	ZNF34	8
Mrc2	11	MRC2	17
Ambra1	2	AMBRA1	11
H2-Ke6	17	HSD17B8	6
Foxd1	13	FOXD1	5
Mall	2	MALL	2
Rap1gap	4	RAP1GAP	1
Hspa9	18	HSPA9	5
Rpa2	4	RPA2	1
Trip13	13	TRIP13	5
Mccc1	3	MCCC1	3
Exoc3l	8	EXOC3L1	16
Apoc4	7	APOC4	19
Rprm	2	RPRM	2
Gm4302	10	ALYREF	17
Olfr557	7	OR51D1	11
Gm9508	10	KRTAP4-5	17
Gm9508	10	KRTAP9-1	17
Fbrsl1	5	FBRSL1	12
Klri2	6	KLRC1	12
Klri2	6	KLRC2	12
Klri2	6	KLRC4	12
Igkv11-125	6	IGKV1-39	2
Igkv11-125	6	IGKV1D-39	2
Olfr308	7	OR6F1	1
Hoxb2	11	HOXB2	17
Olfr1046	2	OR8K1	11
Nhp2	11	NHP2	5
Gm23907	15	RNU2-60P	11
Kbtbd12	6	KBTBD12	3
Rnf10	5	RNF10	12
Tmem238	7	TMEM238	19
Slc22a21	11	SLC22A5	5
Sec61a1	6	SEC61A1	3
Adam22	5	ADAM22	7
Olfr329	11	OR2T5	1
Olfr329	11	OR2T29	1
Olfr329	11	OR2T4	1
Slc4a7	14	SLC4A7	3
Gsr	8	GSR	8
Nppa	4	NPPA	1
Wsb2	5	WSB2	12
n-R5s103	8	RNA5S4	1
n-R5s103	8	RNA5S14	1
Zkscan4	13	ZKSCAN4	6
Abhd14a	9	ABHD14A	3
Exosc10	4	EXOSC10	1
Nucks1	1	NUCKS1	1
Hoxd12	2	HOXD12	2
Iqcf6	9	IQCF6	3
Dennd2c	3	DENND2C	1
Fgf5	5	FGF5	4
Mslnl	17	MSLNL	16
Sh3bp5l	11	SH3BP5L	1
Apoc1	7	APOC1	19
Gpr1	1	CMKLR2	2
Zfp84	7	ZNF781	19
Defa32	8	DEFA1	8
Defa32	8	DEFA1B	8
Zbtb49	5	ZBTB49	4
Raet1d	10		6
Raet1d	10	RAET1E	6
Mirlet7g	9	MIRLET7G	3
Atraid	5	ATRAID	2
Rhoa	9	RHOA	3
Thsd7a	6	THSD7A	7
Rgs14	13	RGS14	5
Ddi2	4	RSC1A1	1
Gstm7	3	GSTM2	1
Dvl2	11	DVL2	17
Ces2f	8	CES2	16
Bglap	3	BGLAP	1
Txnrd1	10	TXNRD1	12
Extl3	14	EXTL3	8
Ssb	2	SSB	2
Eml6	11	EML6	2
Coil	11	COIL	17
Deup1	9	DEUP1	11
Shisa5	9	SHISA5	3
Selenow	7	SELENOW	19
Stat2	10	STAT2	12
S100a16	3	S100A16	1
Chaf1a	17	CHAF1A	19
Olfr401	11	OR3A1	17
Zfp639	3	ZNF639	3
Ecsit	9	ECSIT	19
Akirin1	4	AKIRIN1	1
Ubap2l	3	UBAP2L	1
Irs1	1	IRS1	2
Foxe3	4	FOXE3	1
Frzb	2	FRZB	2
Olfr1466	19	OR5B3	11
Gm23412	4	RNU6-547P	3
Zbtb7a	10	ZBTB7A	19
H1f7	15	H1-7	12
Nthl1	17	NTHL1	16
Olfr869	9	OR7E24	19
Lyg1	1	LYG1	2
Gpr89	3	GPR89A	1
Gpr89	3	GPR89B	1
Gm13889	2	C11orf96	11
Sftpb	6	SFTPB	2
Abcg8	17	ABCG8	2
Rps6	4	RPS6	9
Camsap2	1	CAMSAP2	1
Prcc	3	PRCC	1
Ccdc83	7	CCDC83	11
Bbs5	2	BBS5	2
Cfap57	4	CFAP57	1
Olfr1371	11	OR2Y1	5
Polb	8	POLB	8
Snord55	4	SNORD55	1
Prl2c2	13	PRL	6
Cd200r2	16	CD200R1L	3
Zbtb8a	4	ZBTB8A	1
Prss57	10	PRSS57	19
Gfap	11	GFAP	17
Reep4	14	REEP4	8
Tsc2	17	TSC2	16
Nmi	2	NMI	2
Ilf3	9	ILF3	19
Pgd	4	PGD	1
Plekhb2	1	PLEKHB2	2
Slc26a9	1	SLC26A9	1
Rrp15	1	RRP15	1
Gm24704	3		3
Grem2	1	GREM2	1
Pecam1	11	PECAM1	17
Flnb	14	FLNB	3
Glt8d2	10	GLT8D2	12
Mir294	7	MIR372	19
Zfp985	4	ZNF34	8
Fam102b	3	FAM102B	1
C2cd6	1	C2CD6	2
1700066M21Rik	1	C2orf69	2
Asxl2	12	ASXL2	2
Gm23656	X	RNU6-103P	16
Gm23656	X	RNU6-646P	3
Smpd4	16	SMPD4	2
Cyth2	7		19
Cyth2	7	CYTH2	19
Gm24305	12	RNVU1-1	1
Gm24305	12	RNVU1-31	1
Otud7a	7	OTUD7A	15
Atp5l	9	ATP5MG	11
Trmt12	15	TRMT12	8
Clip3	7	CLIP3	19
Glipr1l3	10	GLIPR1L1	12
Olfr814	10	OR6C70	12
Olfr1019	2	OR5AR1	11
Pcdhb8	18	PCDHB5	5
Slc6a6	6	SLC6A6	3
Mir26a-1	9	MIR26A1	3
Oas3	5	OAS3	12
Ctxn2	2	CTXN2	15
	9	RN7SKP285	1
Mir200a	4	MIR200A	1
Calm2	17	CALM2	2
Rbm8a2	1	RBM8A	1
Olfr825	10	OR9K2	12
Snord71	8	SNORD71	16
Trim30b	7	TRIM5	11
Trim3	7	TRIM3	11
Igkv8-21	6	IGKV4-1	2
Cngb3	4	CNGB3	8
Polr3k	2	POLR3K	16
Slfnl1	4	SLFNL1	1
Nudt4	10	NUDT4B	1
Prl7a1	13	PRL	6
Sorbs1	19	SORBS1	10
Dap3	3	DAP3	1
Tex264	9	TEX264	3
Rbp4	19	RBP4	10
Snord65	11	SNORD65	17
Zfp709	8		19
Zfp709	8	ZNF700	19
Zfp709	8	ZNF878	19
Gk5	9	GK5	3
Chpf	1	CHPF	2
Eif3g	9	EIF3G	19
Krt25	11	KRT25	17
Tmem216	19	TMEM216	11
Mir144	11	MIR144	17
Slc10a5	3	SLC10A5	8
Klk4	7	KLK4	19
Txndc11	16	TXNDC11	16
Cant1	11	CANT1	17
Trappc3	4	TRAPPC3	1
Coasy	11	COASY	17
Gpatch11	17	GPATCH11	2
Ints12	3	INTS12	4
Hip1	5	HIP1	7
Elmod3	6	ELMOD3	2
Olfr305	7	OR14A2	1
Fcrlb	1	FCRLB	1
Gm21987	16	COX17	3
Shisal2b	13	SHISAL2B	5
Hhat	1	HHAT	1
Eps15	4	EPS15	1
Ctu1	7	CTU1	19
Gm24565	6	RNU6-25P	3
Crebrf	17	CREBRF	5
Mrpl34	8	MRPL34	19
Rundc3a	11	RUNDC3A	17
Camk2n2	16	CAMK2N2	3
Cfap36	11	CFAP36	2
Mtarc1	1	MTARC1	1
Mtarc1	1		1
Isoc2a	7	ISOC2	19
Rxrb	17	RXRB	6
Evi5	5	EVI5	1
Tfb2m	1	TFB2M	1
Larp7	3	LARP7	4
Rab13	3		1
Rab13	3	RAB13	1
Sdhaf1	7	SDHAF1	19
Tcaf2	6	TCAF2C	7
Tcaf2	6	TCAF2	7
Snord96a	11	SNORD96A	5
Masp1	16	MASP1	3
Arf2	11	ARL17B	17
Arf2	11	ARL17A	17
Afdn	17	AFDN	6
Catspere2	1	CATSPERE	1
Igflr1	7	IGFLR1	19
Ube2w	1	UBE2W	8
Snorc	1	SNORC	2
Ehhadh	16	EHHADH	3
Zscan12	13	ZSCAN12	6
Trpc1	9	TRPC1	3
Jmjd6	11	JMJD6	17
Olfr1100	2	OR8H2	11
Olfr1100	2	OR8H1	11
Slc30a1	1	SLC30A1	1
Ift46	9	IFT46	11
Mir375	1	MIR375	2
Tomm7	5	TOMM7	7
Ush2a	1	USH2A	1
Lamb2	9	LAMB2	3
Gm23421	17	RNU6-294P	5
Copz1	15	COPZ1	12
Gm25290	5		5
Apoa4	9	APOA4	11
Pifo	3	PIFO	1
Ecm2	13	ECM2	9
Rxylt1	10	RXYLT1	12
Ttyh1	7	TTYH1	19
Tex14	11	TEX14	17
	2	RN7SKP145	5
Vsx2	12	VSX2	14
Gm4559	7	KRTAP2-3	17
Gm4559	7	KRTAP2-4	17
Gm4559	7	KRTAP4-16	17
Gm4559	7	KRTAP4-11	17
Gm4559	7	KRTAP4-5	17
Gm4559	7	KRTAP4-4	17
Gm4559	7	KRTAP2-1	17
Gm4559	7	KRTAP2-2	17
Gm4559	7	KRTAP4-8	17
Gm4559	7	KRTAP4-1	17
Gm4559	7	KRTAP4-9	17
Gm4559	7	KRTAP9-1	17
Olfr1022	2	OR5M1	11
Olfr1022	2	OR5M10	11
4933402J07Rik	8	C16orf78	16
Apoc3	9	APOC3	11
Slit3	11	SLIT3	5
Eml3	19	EML3	11
Lmtk3	7	LMTK3	19
Cc2d1a	8	CC2D1A	19
Abcb10	8	ABCB10	1
Mpv17l2	8	MPV17L2	19
Ffar2	7	FFAR2	19
Nol6	4	NOL6	9
Tma7	9	TMA7	3
Sipa1	19	SIPA1	11
Cracd	5	CRACD	4
Dut	2	DUT	15
Mark1	1	MARK1	1
Tmem266	9	TMEM266	15
Olfr228	2	OR8K3	11
Tbxa2r	10	TBXA2R	19
Wfs1	5	WFS1	4
Fcrls	3	FCRL2	1
Ccdc73	2	CCDC73	11
Slc25a23	17	SLC25A23	19
Ambn	5	AMBN	4
Olfr1274	2	OR4X2	11
Ly9	1	LY9	1
Psmc3ip	11	PSMC3IP	17
Ccdc28b	4	CCDC28B	1
Ttc9b	7	TTC9B	19
Ube2j2	4	UBE2J2	1
Lrrc59	11	LRRC59	17
Mier3	13	MIER3	5
Prpsap1	11	PRPSAP1	17
Yif1b	7	YIF1B	19
Defa2	8	DEFA1	8
Defa2	8	DEFA1B	8
Gm22259	18	RNU6-137P	2
Zfp992	4	ZNF34	8
Pcsk4	10	PCSK4	19
Lipt1	1	LIPT1	2
Apoa5	9	APOA5	11
Pphln1	15	PPHLN1	12
Gm23008	9	SNORD105B	19
Klhl23	2	KLHL23	2
Olfr1215	2	OR4C15	11
Btbd8	5	BTBD8	1
Bzw2	12	BZW2	7
Wnt9a	11	WNT9A	1
Snapin	3	SNAPIN	1
Prss54	8	PRSS54	16
Defb42	14	DEFB136	8
Acbd6	1	ACBD6	1
Cgn	3	CGN	1
Lmod3	6	LMOD3	3
Timm17a	1	TIMM17A	1
Tsg101	7	TSG101	11
Klk1b11	7	KLK3	19
Desi2	1	DESI2	1
Plcg2	8	PLCG2	16
Shc1	3	SHC1	1
Lrrtm4	6	LRRTM4	2
Tlx2	6	TLX2	2
Foxh1	15	FOXH1	8
Ccdc66	14	CCDC66	3
Gm3839	14	GAPDH	12
Nat8f4	6	NAT8	2
Nat8f4	6	NAT8B	2
Hs3st3b1	11	HS3ST3B1	17
Wdr81	11	WDR81	17
Ints2	11	INTS2	17
Fam131c	4	FAM131C	1
Ccdc62	5	CCDC62	12
Cfap97	8	CFAP97	4
Emc2	15	EMC2	8
Cacna1h	17	CACNA1H	16
Tbc1d15	10	TBC1D15	12
Olfr866	9	OR7E24	19
Mical2	7	MICAL2	11
Mcm2	6	MCM2	3
Krtap12-1	10	KRTAP4-5	17
Slc11a2	15	SLC11A2	12
Herc6	6	HERC6	4
Gstp1	19	GSTP1	11
Mtif2	11	MTIF2	2
Aldh16a1	7	ALDH16A1	19
Sbk2	7	SBK2	19
Timm29	9	TIMM29	19
Tom1l2	11	TOM1L2	17
Oc90	15	OC90	8
Oc90	15		8
Mael	1	MAEL	1
Aff3	1	AFF3	2
Pagr1b	7	PAGR1	16
Tyw1	5	TYW1B	7
Tyw1	5	TYW1	7
Krtap3-2	11	KRTAP3-3	17
Krtap3-2	11	KRTAP3-2	17
Olfr444	6	OR2A14	7
Npb	11	NPB	17
Degs1	1	DEGS1	1
Cwc27	13	CWC27	5
Aida	1	AIDA	1
Kif22	7	KIF22	16
Rcor3	1	RCOR3	1
Snord59a	10	SNORD59A	12
Fbxo25	8	FBXO25	8
Ddx1	12	DDX1	2
Zfp606	7	ZNF606	19
1810010H24Rik	11	C17orf58	17
Bcl6	16	BCL6	3
Spcs2	7	SPCS2	11
Mybpc3	2	MYBPC3	11
Vaultrc-ps1	8		5
Vaultrc-ps1	8	VTRNA2-2P	2
Vaultrc-ps1	8		2
Acox1	11	ACOX1	17
Olfr698	7	OR2AG1	11
Trim67	8	TRIM67	1
Srsf2	11	SRSF2	17
Rpl6	5	RPL6	12
Bend5	4	BEND5	1
Gprin2	14	GPRIN2	10
Mob1a	6	MOB1A	2
Flad1	3	FLAD1	1
Zfp870	17		19
Zfp870	17	ZNF700	19
Zfp870	17	ZNF878	19
Tex38	4	TEX38	1
Zfp947	17	ZNF34	8
Uqcrq	11	UQCRQ	5
Chac2	11	CHAC2	2
Eps8l3	3	EPS8L3	1
Mks1	11	MKS1	17
Rhag	17	RHAG	6
Gm7324	14	RBMXL1	1
Dnal1	12	DNAL1	14
Rhbdd2	5	RHBDD2	7
Tubg2	11	TUBG2	17
Mpg	11	MPG	16
Axin2	11	AXIN2	17
Olfr446	6	OR2A12	7
Mex3a	3	MEX3A	1
Ppm1m	9	PPM1M	3
Tbk1	10	TBK1	12
Hoxa1	6	HOXA1	7
Gm7982	5	PRAMEF12	1
Gm7982	5	PRAMEF15	1
Gm7982	5	PRAMEF14	1
Gm7982	5	PRAMEF19	1
Gm7982	5	PRAMEF17	1
Gm7982	5	PRAMEF20	1
Gm7982	5	PRAMEF27	1
Gm7982	5	PRAMEF25	1
Gm7982	5	PRAMEF9	1
Gm7982	5	PRAMEF26	1
Golim4	3	GOLIM4	3
	14	RN7SKP34	5
Alg1	16	ALG1	16
Mir196b	6	MIR196B	7
Msln	17	MSLN	16
Copg1	6	COPG1	3
H4c12	13	H4-16	12
Mdh1	11	MDH1	2
Sema4c	1	SEMA4C	2
Hacl1	14	HACL1	3
Coa7	4	COA7	1
Uts2	4	UTS2	1
Hectd3	4	HECTD3	1
Gpx1	9	GPX1	3
Phactr1	13	PHACTR1	6
Zbtb4	11	ZBTB4	17
Ganc	2	GANC	15
Spink1	18	SPINK1	5
Pcdhb18	18	PCDHB9	5
Pcdhb18	18	PCDHB10	5
Olfm3	3	OLFM3	1
Gng8	7	GNG8	19
Arhgap27	11	ARHGAP27	17
Khk	5	KHK	2
Nme5	18	NME5	5
	4	KLHL17	1
Dnajc5g	5	DNAJC5G	2
Psme3ip1	8	PSME3IP1	16
Unc119b	5	UNC119B	12
Tacr2	10	TACR2	10
Poc1a	9	POC1A	3
	13	RN7SKP164	2
	13	RN7SKP91	1
Creb3l4	3	CREB3L4	1
Olfr684	7	OR56A4	11
Cd79b	11	CD79B	17
Cyp27a1	1	CYP27A1	2
Olfr494	7	OR5P2	11
Inpp4a	1	INPP4A	2
Adam32	8	ADAM32	8
Efhd1	1	EFHD1	2
Rnf13	3	RNF13	3
Tas2r136	6	TAS2R20	12
Rtp2	16	RTP2	3
Qpct	17	QPCT	2
Otogl	10	OTOGL	12
Il1rl1	1	IL1RL1	2
Tmigd3	3	TMIGD3	1
Ankub1	3	ANKUB1	3
Ric8a	7	RIC8A	11
Fam126a	5	FAM126A	7
Pdk4	6	PDK4	7
Tex101	7	TEX101	19
Nrp2	1	NRP2	2
Gm25289	18	RNU4-77P	1
Upk2	9	UPK2	11
Spink14	18	SPINK14	5
	10	RNU6-1216P	2
Pik3cb	9	PIK3CB	3
Rcan3	4	RCAN3	1
Ackr4	9	ACKR4	3
Glipr1	10	GLIPR1	12
Mga	2	MGA	15
Zfp458	13	ZNF845	19
Defa22	8	DEFA1	8
Defa22	8	DEFA1B	8
Kif21b	1	KIF21B	1
Il12rb2	6	IL12RB2	1
Snora62	9	SNORA62	3
Pdzd9	7	PDZD9	16
Opcml	9	OPCML	11
AA986860	1	C1orf116	1
Tnrc18	5	TNRC18	7
Map2k1	9	MAP2K1	15
Stxbp3	3	STXBP3	1
4930558K02Rik	1	C1orf105	1
Iqcn	8	IQCN	19
Pmp22	11	PMP22	17
Txnip	3	TXNIP	1
Gbp2b	3	GBP2	1
Tex46	4	TEX46	1
Alg6	4	ALG6	1
Rnf25	1	RNF25	2
Vmn1r53	6	VN1R5	1
Cdk2	10	CDK2	12
Baz1a	12	BAZ1A	14
Htra4	8	HTRA4	8
Eif3i	4	EIF3I	1
	1	RN7SKP296	3
Tmem114	16	TMEM114	16
Gm24521	19	RNU6-1310P	1
Gm24521	19	RNU6-1031P	1
Pomc	12	POMC	2
Mepe	5	MEPE	4
Fbxl13	5	FBXL13	7
Olfr587-ps1	7	OR51L1	11
C130074G19Rik	1	C1orf115	1
Adamts6	13	ADAMTS6	5
Pcdhb2	18	PCDHB2	5
Hic1	11	HIC1	17
