human_gene_symbol	human_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	is_tf	database_tf
STX19	3	protein	intracellular, transmembrane, plasma_membrane	intracellular, transmembrane, plasma_membrane	3	TRUE	ComPPI, UniProt, OmniPath, GO_Intercell, Ramilowski_location	FALSE	NA
STX1A	7	protein	transmembrane, intracellular, receptor, secreted, transmembrane_tmhmm, transmembrane_predicted, transmembrane_phobius, cytokine, transmembrane_sosui, plasma_membrane, cell_surface	transmembrane, intracellular, receptor, secreted, transmembrane_predicted, plasma_membrane, cell_surface	6	TRUE	LOCATE, OmniPath, UniProt, Almen2009, connectomeDB2020, ICELLNET, Phobius, Cellinker, GO_Intercell, Ramilowski_location	FALSE	NA
STX1B	16	protein	transmembrane, intracellular, transmembrane_predicted, transmembrane_sosui, transmembrane_phobius, transmembrane_tmhmm	transmembrane_predicted, intracellular, transmembrane	6	TRUE	Phobius, UniProt, Ramilowski_location, GO_Intercell, OmniPath, Almen2009, LOCATE	FALSE	NA
STX2	12	protein	transmembrane_phobius, ecm, intracellular, transmembrane, transmembrane_sosui, transmembrane_predicted, transmembrane_tmhmm	transmembrane_predicted, ecm, intracellular, transmembrane	6	TRUE	Almen2009, GO_Intercell, OmniPath, LOCATE, Phobius, Ramilowski_location, UniProt, ComPPI	FALSE	NA
STX3	11	protein	receptor, plasma_membrane, transmembrane_sosui, transmembrane, intracellular, apical_cell_membrane, transmembrane_predicted, transmembrane_phobius, cytokine, transmembrane_tmhmm	receptor, plasma_membrane, transmembrane_predicted, transmembrane, intracellular	6	TRUE	Cellinker, OmniPath, Almen2009, Ramilowski_location, GO_Intercell, LOCATE, ComPPI, UniProt, ICELLNET, Phobius	FALSE	NA
STX4	16	protein	plasma_membrane, intracellular, transmembrane_phobius, transmembrane, receptor, transmembrane_tmhmm, transmembrane_predicted, cytokine, transmembrane_sosui	plasma_membrane, intracellular, transmembrane_predicted, transmembrane, receptor	6	TRUE	Cellinker, OmniPath, Almen2009, UniProt, Ramilowski_location, ICELLNET, Phobius, LOCATE, GO_Intercell, ComPPI	FALSE	NA
STX5	11	protein	intracellular, transmembrane, transmembrane_predicted, transmembrane_phobius, transmembrane_sosui, transmembrane_tmhmm	intracellular, transmembrane_predicted, transmembrane	6	TRUE	UniProt, Phobius, ComPPI, LOCATE, OmniPath, Almen2009, Ramilowski_location, GO_Intercell	FALSE	NA
STX6	1	protein	intracellular, transmembrane, transmembrane_sosui, transmembrane_tmhmm, transmembrane_predicted, transmembrane_phobius	intracellular, transmembrane, transmembrane_predicted	7	TRUE	GO_Intercell, UniProt, Almen2009, OmniPath, ComPPI, LOCATE, Phobius, TopDB, Ramilowski_location	FALSE	NA
STX7	6	protein	intracellular, transmembrane_phobius, transmembrane, transmembrane_predicted, transmembrane_sosui, transmembrane_tmhmm, extracellular	intracellular, transmembrane_predicted, transmembrane, extracellular	6	TRUE	UniProt, Almen2009, OmniPath, GO_Intercell, Phobius, Ramilowski_location, ComPPI, LOCATE	FALSE	NA
STX8	17	protein	transmembrane, intracellular, transmembrane_sosui, transmembrane_phobius, transmembrane_predicted, transmembrane_tmhmm	transmembrane, intracellular, transmembrane_predicted	6	TRUE	UniProt, LOCATE, ComPPI, OmniPath, Almen2009, Ramilowski_location, GO_Intercell, Phobius	FALSE	NA
STXBP1	9	protein	intracellular	intracellular	3	FALSE	OmniPath, LOCATE, ComPPI, GO_Intercell, UniProt	TRUE	SIGNOR
STXBP2	19	protein	intracellular, plasma_membrane, apical_cell_membrane	intracellular, plasma_membrane	2	FALSE	ComPPI, OmniPath, LOCATE, GO_Intercell	FALSE	NA
STXBP3	1	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	ComPPI, UniProt, OmniPath, GO_Intercell	FALSE	NA
STXBP4	17	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath	FALSE	NA
STXBP5	6	protein	plasma_membrane, intracellular	plasma_membrane, intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell, LOCATE	FALSE	NA
STXBP5L	3	protein	intracellular, plasma_membrane, transmembrane	intracellular, plasma_membrane, transmembrane_predicted	3	TRUE	GO_Intercell, ComPPI, UniProt, Phobius, OmniPath	FALSE	NA
STXBP6	14	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	FALSE	NA
STYK1	12	protein	tyrosine_kinase, transmembrane_tmhmm, intracellular, transmembrane, transmembrane_predicted, transmembrane_phobius, plasma_membrane_transmembrane, receptor, transmembrane_sosui	receptor, transmembrane_predicted, intracellular, transmembrane, plasma_membrane_transmembrane	6	TRUE	HGNC, Almen2009, OmniPath, UniProt, Phobius, ComPPI, Ramilowski_location, Membranome, scConnect, LOCATE	FALSE	NA
STYX	14	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
STYXL1	7	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	OmniPath, ComPPI, GO_Intercell, UniProt, Ramilowski_location	FALSE	NA
STYXL2	1	protein	transmembrane, intracellular	transmembrane_predicted, transmembrane, intracellular	3	TRUE	Phobius, Ramilowski_location, OmniPath, ComPPI, GO_Intercell, UniProt	FALSE	NA
SUB1	5	protein	intracellular	intracellular	3	FALSE	UniProt, LOCATE, GO_Intercell, ComPPI, OmniPath	FALSE	NA
SUCLA2	13	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath	FALSE	NA
SUCLG1	2	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	FALSE	NA
SUCLG2	3	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, UniProt, ComPPI	FALSE	NA
SUCNR1	3	protein	class_a_rhodopsin_alicarboxylic_acid, gpcr, transmembrane, receptor, plasma_membrane, rhodopsin, cell_surface, class_a_rhodopsin, plasma_membrane_transmembrane, seven_transmembrane_7tm, extracellular, 7tm_a, class_a_rhodopsin_alicarboxylic_acid_succinate, succinate, purinergic_uridine_7tm_a	receptor, transmembrane, plasma_membrane, cell_surface, plasma_membrane_transmembrane, transmembrane_predicted, extracellular	6	TRUE	GPCRdb, UniProt, Almen2009, HGNC, OmniPath, scConnect, Surfaceome, CSPA, Phobius, CellCellInteractions, HPMR, DGIdb, GO_Intercell, Ramilowski_location	FALSE	NA
SUCO	1	protein	transmembrane, plasma_membrane_transmembrane, intracellular, cell_surface	transmembrane, plasma_membrane_transmembrane, intracellular, cell_surface, transmembrane_predicted	4	TRUE	OmniPath, Ramilowski_location, ComPPI, UniProt, Surfaceome, GO_Intercell, Phobius, CSPA	FALSE	NA
SUDS3	12	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, LOCATE, ComPPI	FALSE	NA
SUFU	10	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath, LOCATE	FALSE	NA
SUGCT	7	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell	FALSE	NA
SUGP1	19	protein	intracellular	intracellular	3	FALSE	ComPPI, LOCATE, OmniPath, UniProt, GO_Intercell	FALSE	NA
SUGP2	19	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	FALSE	NA
SUGT1	13	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt	FALSE	NA
SULF1	8	protein	intracellular, extracellular, receptor, ecm_regulator	intracellular, extracellular, receptor, ecm_regulator	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt, LOCATE, Matrisome	FALSE	NA
SULF2	20	protein	intracellular, ecm_regulator, extracellular, receptor	intracellular, ecm_regulator, extracellular, receptor	3	FALSE	UniProt, OmniPath, ComPPI, Matrisome, LOCATE, GO_Intercell	FALSE	NA
SULT1A1	16	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, UniProt, GO_Intercell, LOCATE	FALSE	NA
SULT1A2	16	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt	FALSE	NA
SULT1A3	16	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	FALSE	NA
SULT1A4	16	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
SULT1B1	4	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, GO_Intercell, OmniPath, LOCATE	FALSE	NA
SULT1C2	2	protein	intracellular	intracellular	3	FALSE	ComPPI, LOCATE, UniProt, GO_Intercell, OmniPath	FALSE	NA
SULT1C3	2	protein	intracellular	intracellular	3	FALSE	GO_Intercell, LOCATE, UniProt, ComPPI, OmniPath	FALSE	NA
SULT1E1	4	protein	intracellular	intracellular	3	FALSE	LOCATE, GO_Intercell, ComPPI, UniProt, OmniPath	FALSE	NA
SULT2A1	19	protein	intracellular	intracellular	3	FALSE	OmniPath, LOCATE, ComPPI, GO_Intercell, UniProt	FALSE	NA
SULT2B1	19	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt	FALSE	NA
SULT4A1	22	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, LOCATE, UniProt, ComPPI	FALSE	NA
SULT6B1	2	protein	intracellular	intracellular	2	FALSE	UniProt, OmniPath, GO_Intercell	FALSE	NA
SUMF1	3	protein	intracellular	intracellular	2	FALSE	OmniPath, LOCATE, GO_Intercell, UniProt	FALSE	NA
SUMF2	7	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, LOCATE, UniProt, GO_Intercell	FALSE	NA
SUMO1	2	protein	plasma_membrane, intracellular	plasma_membrane, intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, LOCATE, ComPPI	FALSE	NA
SUMO3	21	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt	FALSE	NA
SUN1	7	protein	transmembrane, intracellular	transmembrane, transmembrane_predicted, intracellular	5	TRUE	UniProt, Phobius, OmniPath, LOCATE, Ramilowski_location, ComPPI, GO_Intercell	FALSE	NA
SUN2	22	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	6	TRUE	UniProt, OmniPath, Ramilowski_location, LOCATE, GO_Intercell, Phobius, TopDB, ComPPI	FALSE	NA
SUN3	7	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	4	TRUE	OmniPath, UniProt, Ramilowski_location, GO_Intercell, Phobius	FALSE	NA
SUN5	20	protein	intracellular, transmembrane	intracellular, transmembrane_predicted, transmembrane	4	TRUE	GO_Intercell, OmniPath, Phobius, Ramilowski_location, ComPPI, UniProt	FALSE	NA
SUOX	12	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	FALSE	NA
SUPT16H	14	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, LOCATE, OmniPath	FALSE	NA
SUPT20H	13	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	TRUE	CollecTRI;ExTRI_CollecTRI;ENCODE-proximal
SUPT3H	6	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	TRUE	CollecTRI;TRRUST_CollecTRI
SUPT4H1	17	protein	intracellular	intracellular	3	FALSE	OmniPath, LOCATE, UniProt, ComPPI, GO_Intercell	FALSE	NA
SUPT5H	19	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath, LOCATE	FALSE	NA
SUPT6H	17	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	FALSE	NA
SUPT7L	2	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt	FALSE	NA
SUPV3L1	10	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	FALSE	NA
SURF1	9	protein	transmembrane, intracellular, transmembrane_tmhmm, transmembrane_predicted	transmembrane, intracellular, transmembrane_predicted	6	TRUE	UniProt, OmniPath, Almen2009, ComPPI, GO_Intercell, LOCATE, Phobius, Ramilowski_location	FALSE	NA
SURF2	9	protein	intracellular	intracellular	2	FALSE	GO_Intercell, ComPPI, OmniPath	FALSE	NA
SURF4	9	protein	transmembrane, intracellular	transmembrane_predicted, transmembrane, intracellular	5	TRUE	Phobius, Ramilowski_location, GO_Intercell, UniProt, ComPPI, LOCATE, OmniPath	FALSE	NA
SURF6	9	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt, LOCATE	FALSE	NA
SUSD1	9	protein	plasma_membrane_transmembrane, cell_surface, transmembrane, intracellular, transmembrane_tmhmm, transmembrane_phobius, transmembrane_sosui, transmembrane_predicted	plasma_membrane_transmembrane, cell_surface, transmembrane, intracellular, transmembrane_predicted	6	TRUE	Membranome, Surfaceome, UniProt, OmniPath, ComPPI, Almen2009, Ramilowski_location, CSPA, TopDB, Phobius	FALSE	NA
SUSD2	22	protein	transmembrane, transmembrane_phobius, plasma_membrane_transmembrane, cell_surface, receptor, transmembrane_sosui, plasma_membrane, transmembrane_tmhmm, transmembrane_predicted	transmembrane, transmembrane_predicted, plasma_membrane_transmembrane, cell_surface, receptor, plasma_membrane	6	TRUE	TopDB, Almen2009, OmniPath, Surfaceome, Membranome, CSPA, CellCellInteractions, CellPhoneDB, UniProt, Phobius, Ramilowski_location	FALSE	NA
SUSD3	9	protein	transmembrane, cell_surface, plasma_membrane, intracellular, transmembrane_tmhmm, plasma_membrane_transmembrane, transmembrane_phobius, transmembrane_sosui, transmembrane_predicted	transmembrane, cell_surface, plasma_membrane, intracellular, transmembrane_predicted, plasma_membrane_transmembrane	5	TRUE	UniProt, OmniPath, Almen2009, Membranome, Ramilowski_location, Surfaceome, Phobius, ComPPI	FALSE	NA
SUSD4	1	protein	transmembrane, secreted, transmembrane_tmhmm, cell_surface, transmembrane_predicted, intracellular, transmembrane_phobius, plasma_membrane_transmembrane, extracellular	transmembrane, secreted, transmembrane_predicted, cell_surface, intracellular, plasma_membrane_transmembrane, extracellular	5	TRUE	UniProt, Ramilowski_location, Almen2009, OmniPath, ComPPI, Membranome, Surfaceome, Phobius	FALSE	NA
SUSD5	3	protein	plasma_membrane_transmembrane, cell_surface, transmembrane, transmembrane_phobius, transmembrane_sosui, intracellular, transmembrane_predicted, transmembrane_tmhmm	plasma_membrane_transmembrane, cell_surface, transmembrane, transmembrane_predicted, intracellular	6	TRUE	OmniPath, Membranome, UniProt, Almen2009, TopDB, Surfaceome, Phobius, CSPA, ComPPI, Ramilowski_location	FALSE	NA
SUSD6	14	protein	transmembrane, intracellular, cell_surface, plasma_membrane_transmembrane	transmembrane, intracellular, cell_surface, transmembrane_predicted, plasma_membrane_transmembrane	5	TRUE	UniProt, OmniPath, Surfaceome, Phobius, LOCATE, Membranome, ComPPI, Ramilowski_location	FALSE	NA
SUV39H1	X	protein	intracellular, receptor	intracellular, receptor	3	FALSE	UniProt, ComPPI, scConnect, OmniPath, GO_Intercell, LOCATE	FALSE	NA
SUV39H2	10	protein	intracellular, receptor	intracellular, receptor	3	FALSE	OmniPath, LOCATE, scConnect, GO_Intercell, UniProt, ComPPI	FALSE	NA
SUZ12	17	protein	intracellular	intracellular	3	FALSE	ComPPI, LOCATE, GO_Intercell, OmniPath, UniProt	TRUE	ENCODE-distal;ENCODE-proximal;SIGNOR
SV2A	1	protein	intracellular, transmembrane, plasma_membrane_transmembrane, cell_surface, sv2, transporter, mfs, slc	intracellular, transmembrane, plasma_membrane_transmembrane, cell_surface, transporter, transmembrane_predicted	5	TRUE	OmniPath, CSPA, ComPPI, Surfaceome, LOCATE, UniProt, Ramilowski_location, Phobius, GO_Intercell	FALSE	NA
SV2B	15	protein	intracellular, cell_adhesion, transmembrane, plasma_membrane, transporter, receptor, slc, sv2, mfs, adhesion	intracellular, cell_adhesion, transmembrane, plasma_membrane, transporter, receptor, transmembrane_predicted, adhesion	5	TRUE	GO_Intercell, Cellinker, UniProt, OmniPath, CellChatDB, Surfaceome, Phobius, ComPPI, Ramilowski_location, LOCATE	FALSE	NA
SV2C	5	protein	receptor, mfs, transmembrane, sv2, intracellular, slc, transporter	receptor, transporter, transmembrane, intracellular, transmembrane_predicted	5	TRUE	CellChatDB, Surfaceome, Ramilowski_location, LOCATE, UniProt, GO_Intercell, OmniPath, ComPPI, Phobius	FALSE	NA
SVBP	1	protein	secreted, intracellular, extracellular	secreted, intracellular, extracellular	3	FALSE	HPA_secretome, OmniPath, UniProt, ComPPI, GO_Intercell	FALSE	NA
SVEP1	9	protein	ecm, glycoprotein, intracellular, extracellular, secreted, ligand	ecm, intracellular, extracellular, secreted, ligand	3	FALSE	OmniPath, Matrisome, UniProt, LOCATE, ComPPI, MatrixDB, GO_Intercell, Guide2Pharma	FALSE	NA
SVIL	10	protein	plasma_membrane, intracellular, intracellular_intercellular_related, actin_regulation_adhesome	plasma_membrane, intracellular, intracellular_intercellular_related	3	FALSE	OmniPath, ComPPI, UniProt, GO_Intercell, Adhesome	FALSE	NA
SVIP	11	protein	plasma_membrane, intracellular	plasma_membrane, intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
SVOP	12	protein	transmembrane, intracellular	transmembrane, transmembrane_predicted, intracellular	5	TRUE	UniProt, Ramilowski_location, LOCATE, Phobius, OmniPath, GO_Intercell	FALSE	NA
SVOPL	7	protein	transmembrane, mfs, cell_surface, slc22, transporter, slc, solute_carrier	transmembrane, transporter, cell_surface, transmembrane_predicted	4	TRUE	UniProt, OmniPath, Surfaceome, Phobius, Almen2009, Ramilowski_location	FALSE	NA
SWAP70	11	protein	intracellular, plasma_membrane	intracellular, plasma_membrane	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
SWI5	9	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	FALSE	NA
SWSAP1	19	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
SWT1	1	protein	intracellular	intracellular	2	FALSE	ComPPI, OmniPath, GO_Intercell	FALSE	NA
SYAP1	X	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	FALSE	NA
SYBU	8	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	3	TRUE	ComPPI, OmniPath, UniProt, Ramilowski_location, Phobius, GO_Intercell	FALSE	NA
SYCE1	10	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt	FALSE	NA
SYCE1L	16	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
SYCE2	19	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	FALSE	NA
SYCE3	22	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt	FALSE	NA
SYCN	19	protein	intracellular	intracellular	1	FALSE	GO_Intercell, OmniPath	FALSE	NA
SYCP1	1	protein	intracellular	intracellular	3	FALSE	ComPPI, OmniPath, GO_Intercell, UniProt, LOCATE	FALSE	NA
SYCP2	20	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, LOCATE, UniProt	FALSE	NA
SYCP2L	6	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	FALSE	NA
SYCP3	12	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, ComPPI, OmniPath, LOCATE	FALSE	NA
SYDE1	19	protein	intracellular	intracellular	2	FALSE	OmniPath, GO_Intercell, ComPPI	FALSE	NA
SYDE2	1	protein	intracellular	intracellular	2	FALSE	GO_Intercell, ComPPI, OmniPath	FALSE	NA
SYF2	1	protein	intracellular	intracellular	3	FALSE	LOCATE, ComPPI, UniProt, OmniPath, GO_Intercell	FALSE	NA
SYK	9	protein	intracellular, cell_adhesion, plasma_membrane, receptor, adhesion	intracellular, cell_adhesion, plasma_membrane, receptor, adhesion	3	TRUE	OmniPath, ComPPI, GO_Intercell, Cellinker, UniProt, scConnect, LOCATE	FALSE	NA
SYMPK	19	protein	tight_junction, plasma_membrane, intracellular, transmembrane	tight_junction, plasma_membrane, intracellular, transmembrane	3	TRUE	OmniPath, GO_Intercell, LOCATE, Ramilowski_location, ComPPI, UniProt	FALSE	NA
SYN1	X	protein	intracellular	intracellular	3	FALSE	ComPPI, LOCATE, UniProt, GO_Intercell, OmniPath	FALSE	NA
SYN2	3	protein	intracellular	intracellular	2	FALSE	ComPPI, OmniPath, GO_Intercell	FALSE	NA
SYN3	22	protein	intracellular	intracellular	3	FALSE	LOCATE, ComPPI, OmniPath, UniProt, GO_Intercell	FALSE	NA
SYNC	1	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, OmniPath, UniProt	FALSE	NA
SYNDIG1	20	protein	intracellular, transmembrane, plasma_membrane, peripheral	intracellular, transmembrane, plasma_membrane, transmembrane_predicted, peripheral	4	TRUE	OmniPath, UniProt, ComPPI, Phobius, GO_Intercell, Ramilowski_location	FALSE	NA
SYNDIG1L	14	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	4	TRUE	UniProt, OmniPath, Phobius, GO_Intercell, Ramilowski_location	FALSE	NA
SYNE1	6	protein	intracellular, transmembrane	intracellular, transmembrane_predicted, transmembrane	5	TRUE	GO_Intercell, Phobius, UniProt, LOCATE, Ramilowski_location, OmniPath, ComPPI	FALSE	NA
SYNE2	14	protein	transmembrane, transmembrane_predicted, intracellular, plasma_membrane, transmembrane_phobius	transmembrane, transmembrane_predicted, intracellular, plasma_membrane	6	TRUE	Ramilowski_location, Phobius, OmniPath, UniProt, ComPPI, GO_Intercell, Almen2009, LOCATE	FALSE	NA
SYNE3	14	protein	transmembrane_sosui, transmembrane, transmembrane_phobius, transmembrane_tmhmm, intracellular, transmembrane_predicted	transmembrane_predicted, transmembrane, intracellular	6	TRUE	Almen2009, UniProt, OmniPath, Phobius, LOCATE, GO_Intercell, Ramilowski_location	FALSE	NA
