mouse_gene_symbol	mouse_chromosome	human_gene_symbol	human_chromosome	human_gene_symbol_unique	human_chromosome_unique	entity_type	category	parent	consensus_score	database_cs	database_tf
Zfp507	7	ZNF507	19	ZNF507	19	protein	intracellular	intracellular	3	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Zfp511	7	ZNF511	10	ZNF511	10	protein	intracellular, transmembrane	intracellular, transmembrane	3	ComPPI, Ramilowski_location, GO_Intercell, OmniPath, UniProt	NA
Zfp512	5	ZNF512	2	ZNF512	2	protein	intracellular	intracellular	3	ComPPI, OmniPath, LOCATE, GO_Intercell, UniProt	NA
Zfp512b	2	ZNF512B	20	ZNF512B	20	protein	intracellular	intracellular	3	OmniPath, UniProt, ComPPI, LOCATE, GO_Intercell	NA
Zfp513	5	ZNF513	2	ZNF513	2	protein	intracellular	intracellular	3	ComPPI, UniProt, GO_Intercell, OmniPath	NA
Zfp516	18	ZNF516	18	ZNF516	18	protein	intracellular	intracellular	3	ComPPI, OmniPath, UniProt, GO_Intercell	NA
Zfp518a	19	ZNF518A	10	ZNF518A	10	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Zfp518b	5	ZNF518B	4	ZNF518B	4	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Zfp521	18	ZNF521	18	ZNF521	18	protein	intracellular	intracellular	3	LOCATE, OmniPath, GO_Intercell, ComPPI, UniProt	NA
Zfp523	17	ZNF76	6	ZNF76	6	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Zfp524	7	ZNF524	19	ZNF524	19	protein	intracellular	intracellular	3	ComPPI, OmniPath, LOCATE, GO_Intercell, UniProt	NA
Zfp526	7	ZNF526	19	ZNF526	19	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, UniProt, OmniPath	NA
Zfp532	18	ZNF532	18	ZNF532	18	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, OmniPath, LOCATE, UniProt	NA
Zfp534	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp536	7	ZNF536	19	ZNF536	19	protein	intracellular, transmembrane	intracellular, transmembrane	3	OmniPath, Ramilowski_location, ComPPI, UniProt, GO_Intercell	NA
Zfp54	17	ZNF519	18	ZNF519	18	protein	intracellular	intracellular	3	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Zfp541	7	ZNF541	19	ZNF541	19	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, OmniPath, UniProt	NA
Zfp551	7	ZNF551	19	ZNF551	19	protein	intracellular	intracellular	2	GO_Intercell, OmniPath, UniProt	NA
Zfp553	7	ZNF48	16	ZNF48	16	protein	intracellular	intracellular	3	UniProt, OmniPath, ComPPI, GO_Intercell	NA
Zfp558	9	ZNF557, ZNF558	19	ZNF557	19	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Zfp560	9	ZNF121	19	ZNF121	19	protein	intracellular	intracellular	3	UniProt, ComPPI, OmniPath, LOCATE, GO_Intercell	NA
Zfp563	17	ZNF700, ZNF878	19	ZNF700	19	protein	intracellular	intracellular	2	UniProt, OmniPath, GO_Intercell	NA
Zfp566	7	ZNF566	19	ZNF566	19	protein	intracellular	intracellular	3	UniProt, OmniPath, ComPPI, GO_Intercell	NA
Zfp57	17	ZFP57	6	ZFP57	6	protein	intracellular	intracellular	3	GO_Intercell, OmniPath, UniProt, ComPPI	CollecTRI;ExTRI_CollecTRI
Zfp574	7	ZNF574	19	ZNF574	19	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Zfp575	7	ZNF575	19	ZNF575	19	protein	intracellular	intracellular	3	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Zfp579	7	ZNF579	19	ZNF579	19	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, OmniPath, UniProt	NA
Zfp58	13	ZNF195, ZNF429	11, 19	ZNF195	11	protein	intracellular	intracellular	3	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Zfp580	7	ZNF580	19	ZNF580	19	protein	intracellular	intracellular	3	GO_Intercell, UniProt, ComPPI, OmniPath	NA
Zfp583	7	ZNF583	19	ZNF583	19	protein	intracellular	intracellular	2	UniProt, GO_Intercell, OmniPath	NA
Zfp59	7	ZNF780A	19	ZNF780A	19	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Zfp592	7	ZNF592	15	ZNF592	15	protein	intracellular	intracellular	3	GO_Intercell, UniProt, ComPPI, OmniPath	NA
Zfp593	4	ZNF593	1	ZNF593	1	protein	intracellular	intracellular	3	GO_Intercell, OmniPath, ComPPI, UniProt	NA
Zfp595	13	ZNF678, ZNF681, ZNF682, ZNF695, ZNF724, ZNF727, ZNF736, ZNF738, ZNF85	1, 19, 7	ZNF678	1	protein	intracellular	intracellular	3	GO_Intercell, OmniPath, UniProt, ComPPI	NA
Zfp597	16	ZNF597	16	ZNF597	16	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, UniProt, ComPPI	NA
Zfp598	17	ZNF598	16	ZNF598	16	protein	intracellular	intracellular	2	GO_Intercell, ComPPI, OmniPath	NA
Zfp60	7	ZNF780A	19	ZNF780A	19	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Zfp605	5	ZNF605	12	ZNF605	12	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, UniProt, OmniPath	NA
Zfp606	7	ZNF606	19	ZNF606	19	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Zfp607a	7	ZNF780A	19	ZNF780A	19	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Zfp607b	7	ZNF780A	19	ZNF780A	19	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Zfp608	18	ZNF608	5	ZNF608	5	protein	intracellular	intracellular	2	ComPPI, GO_Intercell, OmniPath	NA
Zfp609	9	ZNF609	15	ZNF609	15	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Zfp61	7	ZNF226	19	ZNF226	19	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, OmniPath, UniProt	NA
Zfp612	8	ZNF23	16	ZNF23	16	protein	intracellular	intracellular	3	ComPPI, UniProt, GO_Intercell, OmniPath	NA
Zfp617	8	ZNF700, ZNF878	19	ZNF700	19	protein	intracellular	intracellular	2	UniProt, OmniPath, GO_Intercell	NA
Zfp618	4	ZNF618	9	ZNF618	9	protein	intracellular, transmembrane	intracellular, transmembrane_predicted, transmembrane	3	ComPPI, OmniPath, Phobius, Ramilowski_location, UniProt, GO_Intercell	NA
Zfp62	11	ZFP62	5	ZFP62	5	protein	intracellular	intracellular	3	UniProt, ComPPI, GO_Intercell, OmniPath	NA
Zfp622	15	ZNF622	5	ZNF622	5	protein	intracellular	intracellular	3	OmniPath, LOCATE, UniProt, GO_Intercell, ComPPI	NA
Zfp623	15	ZNF623	8	ZNF623	8	protein	intracellular	intracellular	3	GO_Intercell, OmniPath, ComPPI, UniProt	NA
Zfp626	7	ZNF780A	19	ZNF780A	19	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Zfp628	7	ZNF628	19	ZNF628	19	protein	intracellular	intracellular	3	GO_Intercell, UniProt, ComPPI, OmniPath	NA
Zfp629	7	ZNF629	16	ZNF629	16	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp637	6	ZNF32	10	ZNF32	10	protein	intracellular	intracellular	3	OmniPath, UniProt, ComPPI, GO_Intercell	NA
Zfp638	6	ZNF638	2	ZNF638	2	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp639	3	ZNF639	3	ZNF639	3	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp64	2	ZFP64	20	ZFP64	20	protein	intracellular	intracellular	3	ComPPI, UniProt, OmniPath, GO_Intercell	CollecTRI;ExTRI_CollecTRI;CytReg_CollecTRI;DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA
Zfp641	15	ZNF641	12	ZNF641	12	protein	intracellular	intracellular	3	OmniPath, ComPPI, UniProt, GO_Intercell	NA
Zfp644	5	ZNF644	1	ZNF644	1	protein	intracellular	intracellular	3	OmniPath, ComPPI, LOCATE, UniProt, GO_Intercell	NA
Zfp646	7	ZNF646	16	ZNF646	16	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, UniProt, OmniPath	NA
Zfp647	15	ZNF250	8	ZNF250	8	protein	intracellular	intracellular	3	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Zfp648	1	ZNF648	1	ZNF648	1	protein	intracellular	intracellular	3	UniProt, ComPPI, GO_Intercell, OmniPath	NA
Zfp65	13	ZNF200	16	ZNF200	16	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Zfp651	9	ZBTB47	3	ZBTB47	3	protein	intracellular	intracellular	3	OmniPath, UniProt, ComPPI, GO_Intercell	NA
Zfp652	11	ZNF652	17	ZNF652	17	protein	intracellular	intracellular	3	GO_Intercell, LOCATE, ComPPI, UniProt, OmniPath	NA
Zfp653	9	ZNF653	19	ZNF653	19	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp654	16	ZNF654	3	ZNF654	3	protein	intracellular	intracellular	2	UniProt, OmniPath, GO_Intercell	NA
Zfp655	5	ZNF655	7	ZNF655	7	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Zfp661	2	ZNF2	2	ZNF2	2	protein	intracellular	intracellular	3	ComPPI, LOCATE, OmniPath, UniProt, GO_Intercell	NA
Zfp664	5	ZNF664	12	ZNF664	12	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Zfp667	7	ZNF667	19	ZNF667	19	protein	intracellular	intracellular	3	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Zfp668	7	ZNF668	16	ZNF668	16	protein	intracellular	intracellular	3	UniProt, OmniPath, GO_Intercell, ComPPI	NA
Zfp672	11	ZNF672	1	ZNF672	1	protein	transmembrane_sosui, transmembrane_tmhmm, intracellular, transmembrane_phobius, transmembrane_predicted, transmembrane	transmembrane_predicted, intracellular, transmembrane	3	Almen2009, OmniPath, GO_Intercell, UniProt, ComPPI	NA
Zfp687	3	ZNF687	1	ZNF687	1	protein	intracellular	intracellular	3	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Zfp688	7	ZNF688	16	ZNF688	16	protein	intracellular	intracellular	3	GO_Intercell, UniProt, ComPPI, OmniPath	NA
Zfp689	7	ZNF689	16	ZNF689	16	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, UniProt, OmniPath	NA
Zfp69	4	ZFP69	1	ZFP69	1	protein	intracellular	intracellular	2	GO_Intercell, OmniPath, UniProt	NA
Zfp691	4	ZNF691	1	ZNF691	1	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, OmniPath, UniProt	NA
Zfp692	11	ZNF692	1	ZNF692	1	protein	intracellular	intracellular	3	UniProt, ComPPI, GO_Intercell, OmniPath	NA
Zfp697	3	ZNF697	1	ZNF697	1	protein	intracellular	intracellular	3	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Zfp7	15	ZNF7	8	ZNF7	8	protein	intracellular	intracellular	3	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Zfp703	8	ZNF703	8	ZNF703	8	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, OmniPath, UniProt	NA
Zfp704	3	ZNF704	8	ZNF704	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp706	15	ZNF706	8	ZNF706	8	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, UniProt, OmniPath	NA
Zfp708	13	ZNF195, ZNF429	11, 19	ZNF195	11	protein	intracellular	intracellular	3	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Zfp709	8	ZNF700, ZNF878	19	ZNF700	19	protein	intracellular	intracellular	2	UniProt, OmniPath, GO_Intercell	NA
Zfp711	X	ZNF711	X	ZNF711	X	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Zfp712	13	ZNF845	19	ZNF845	19	protein	intracellular	intracellular	3	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Zfp72	13	ZNF195, ZNF429	11, 19	ZNF195	11	protein	intracellular	intracellular	3	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Zfp729a	13	ZNF845	19	ZNF845	19	protein	intracellular	intracellular	3	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Zfp729b	13	ZNF845	19	ZNF845	19	protein	intracellular	intracellular	3	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Zfp738	13	ZNF678, ZNF681, ZNF682, ZNF695, ZNF724, ZNF727, ZNF736, ZNF738, ZNF85	1, 19, 7	ZNF678	1	protein	intracellular	intracellular	3	GO_Intercell, OmniPath, UniProt, ComPPI	NA
Zfp74	7	ZNF569	19	ZNF569	19	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp740	15	ZNF740	12	ZNF740	12	protein	intracellular	intracellular	3	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Zfp746	6	ZNF746	7	ZNF746	7	protein	intracellular	intracellular	3	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Zfp748	13	ZNF845	19	ZNF845	19	protein	intracellular	intracellular	3	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Zfp750	11	ZNF750	17	ZNF750	17	protein	intracellular	intracellular	3	UniProt, ComPPI, GO_Intercell, OmniPath	NA
Zfp759	13	ZNF845	19	ZNF845	19	protein	intracellular	intracellular	3	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Zfp760	17	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp763	17	ZNF487, ZNF778	10, 16	ZNF487	10	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, UniProt, ComPPI	NA
Zfp764	7	ZNF747, ZNF764	16	ZNF747	16	protein	intracellular	intracellular	3	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Zfp768	7	ZNF768	16	ZNF768	16	protein	intracellular	intracellular	3	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Zfp770	2	ZNF770	15	ZNF770	15	protein	intracellular	intracellular	3	UniProt, GO_Intercell, ComPPI, OmniPath	NA
Zfp771	7	ZNF771	16	ZNF771	16	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Zfp777	6	ZNF777	7	ZNF777	7	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, OmniPath, UniProt	NA
Zfp78	7	KRBOX4, PRDM9, ZNF124, ZNF20, ZNF337, ZNF439, ZNF440, ZNF491, ZNF554, ZNF555, ZNF556, ZNF560, ZNF669, ZNF674, ZNF69, ZNF705A, ZNF705B, ZNF705D, ZNF705G, ZNF749, ZNF763, ZNF891	X, 5, 1, 19, 20, 12, 8	KRBOX4	X	protein	intracellular	intracellular	3	ComPPI, OmniPath, GO_Intercell, UniProt, LOCATE	NA
Zfp780b	7	ZNF420	19	ZNF420	19	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, UniProt, ComPPI	NA
Zfp784	7	ZNF784	19	ZNF784	19	protein	intracellular	intracellular	3	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Zfp786	6	ZNF786	7	ZNF786	7	protein	intracellular	intracellular	3	ComPPI, OmniPath, GO_Intercell, UniProt	NA
Zfp787	7	ZNF787	19	ZNF787	19	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Zfp790	7	ZNF420	19	ZNF420	19	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, UniProt, ComPPI	NA
Zfp791	8	ZNF791	19	ZNF791	19	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Zfp799	17	ZNF700, ZNF878	19	ZNF700	19	protein	intracellular	intracellular	2	UniProt, OmniPath, GO_Intercell	NA
Zfp800	6	ZNF800	7	ZNF800	7	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, OmniPath, UniProt	NA
Zfp804a	2	ZNF804A	2	ZNF804A	2	protein	intracellular	intracellular	2	GO_Intercell, OmniPath, ComPPI	NA
Zfp804b	5	ZNF804B	7	ZNF804B	7	protein	intracellular	intracellular	2	GO_Intercell, OmniPath, ComPPI	NA
Zfp81	17	ZNF700, ZNF878	19	ZNF700	19	protein	intracellular	intracellular	2	UniProt, OmniPath, GO_Intercell	NA
Zfp811	17	ZNF700, ZNF878	19	ZNF700	19	protein	intracellular	intracellular	2	UniProt, OmniPath, GO_Intercell	NA
Zfp82	7	ZFP82	19	ZFP82	19	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, UniProt, ComPPI	NA
Zfp820	17	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp821	8	ZNF821	16	ZNF821	16	protein	intracellular	intracellular	3	UniProt, GO_Intercell, OmniPath, ComPPI	NA
Zfp827	8	ZNF827	4	ZNF827	4	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Zfp830	11	ZNF830	17	ZNF830	17	protein	intracellular	intracellular	3	ComPPI, UniProt, GO_Intercell, OmniPath	NA
Zfp839	12	ZNF839	14	ZNF839	14	protein	intracellular	intracellular	1	ComPPI, OmniPath	NA
Zfp84	7	ZNF781	19	ZNF781	19	protein	intracellular	intracellular	2	UniProt, GO_Intercell, OmniPath	NA
Zfp85	13	ZNF195, ZNF429	11, 19	ZNF195	11	protein	intracellular	intracellular	3	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Zfp850	7	ZNF780A	19	ZNF780A	19	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Zfp853	5	ZNF853	7	ZNF853	7	protein	transmembrane	transmembrane	1	Ramilowski_location, OmniPath	NA
Zfp865	7	ZNF865	19	ZNF865	19	protein	intracellular	intracellular	3	GO_Intercell, ComPPI, UniProt, OmniPath	NA
Zfp87	13	ZNF195, ZNF429	11, 19	ZNF195	11	protein	intracellular	intracellular	3	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Zfp870	17	ZNF700, ZNF878	19	ZNF700	19	protein	intracellular	intracellular	2	UniProt, OmniPath, GO_Intercell	NA
Zfp871	17	ZNF700, ZNF878	19	ZNF700	19	protein	intracellular	intracellular	2	UniProt, OmniPath, GO_Intercell	NA
Zfp872	9	ZNF627	19	ZNF627	19	protein	intracellular	intracellular	3	ComPPI, UniProt, OmniPath, GO_Intercell	NA
Zfp874a	13	ZNF195, ZNF429	11, 19	ZNF195	11	protein	intracellular	intracellular	3	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Zfp874b	13	ZNF195, ZNF429	11, 19	ZNF195	11	protein	intracellular	intracellular	3	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Zfp879	11	ZNF879	5	ZNF879	5	protein	intracellular	intracellular	2	GO_Intercell, UniProt, OmniPath	NA
Zfp882	8	ZNF700, ZNF878	19	ZNF700	19	protein	intracellular	intracellular	2	UniProt, OmniPath, GO_Intercell	NA
Zfp9	6	ZNF25	10	ZNF25	10	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Zfp90	8	ZFP90	16	ZFP90	16	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, ComPPI, UniProt	CollecTRI;DoRothEA;IntAct_CollecTRI;IntAct_DoRothEA
Zfp91	19	ZFP91	11	ZFP91	11	protein	ligand, secreted, intracellular	ligand, secreted, intracellular	3	Matrisome, UniProt, GO_Intercell, ComPPI, OmniPath	NA
Zfp92	X	ZFP92	X	ZFP92	X	protein	intracellular	intracellular	2	OmniPath, UniProt, GO_Intercell	NA
Zfp93	7	ZNF233	19	ZNF233	19	protein	intracellular	intracellular	3	GO_Intercell, OmniPath, UniProt, ComPPI	NA
Zfp94	7	ZNF45	19	ZNF45	19	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Zfp941	7	ZNF519	18	ZNF519	18	protein	intracellular	intracellular	3	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Zfp942	17	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp943	17	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp944	17	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp945	17	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp946	17	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp947	17	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp952	17	ZNF700, ZNF878	19	ZNF700	19	protein	intracellular	intracellular	2	UniProt, OmniPath, GO_Intercell	NA
Zfp953	13	ZNF678, ZNF681, ZNF682, ZNF695, ZNF724, ZNF727, ZNF736, ZNF738, ZNF85	1, 19, 7	ZNF678	1	protein	intracellular	intracellular	3	GO_Intercell, OmniPath, UniProt, ComPPI	NA
Zfp955a	17	ZNF700, ZNF878	19	ZNF700	19	protein	intracellular	intracellular	2	UniProt, OmniPath, GO_Intercell	NA
Zfp955b	17	ZNF700, ZNF878	19	ZNF700	19	protein	intracellular	intracellular	2	UniProt, OmniPath, GO_Intercell	NA
Zfp957	14	TCF20	22	TCF20	22	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Zfp961	8	ZNF101	19	ZNF101	19	protein	intracellular	intracellular	3	UniProt, OmniPath, ComPPI, GO_Intercell	NA
Zfp978	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp979	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp980	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp981	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp984	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp985	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp986	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp987	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp988	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp989	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp990	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp991	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp992	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp993	4	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp994	17	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfp995	17	ZNF34	8	ZNF34	8	protein	intracellular	intracellular	3	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Zfpl1	19	ZFPL1	11	ZFPL1	11	protein	transmembrane, intracellular, transmembrane_phobius, transmembrane_tmhmm, transmembrane_predicted, transmembrane_sosui	transmembrane, intracellular, transmembrane_predicted	7	TopDB, UniProt, LOCATE, OmniPath, Almen2009, Ramilowski_location, GO_Intercell, Phobius	NA
Zfpm1	8	ZFPM1	16	ZFPM1	16	protein	intracellular	intracellular	3	UniProt, GO_Intercell, OmniPath, ComPPI	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR;SIGNOR_CollecTRI
Zfpm2	15	ZFPM2	8	ZFPM2	8	protein	intracellular	intracellular	3	ComPPI, GO_Intercell, OmniPath, UniProt	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI
Zfr	15	ZFR	5	ZFR	5	protein	intracellular	intracellular	3	GO_Intercell, UniProt, OmniPath, ComPPI, LOCATE	NA
Zfr2	10	ZFR2	19	ZFR2	19	protein	intracellular	intracellular	1	ComPPI, OmniPath	NA
Zfta	19	ZFTA	11	ZFTA	11	protein	intracellular	intracellular	1	GO_Intercell, OmniPath	NA
Zfx	X	ZFY	Y	ZFY	Y	protein	intracellular	intracellular	3	GO_Intercell, OmniPath, LOCATE, ComPPI, UniProt	CollecTRI;ExTRI_CollecTRI;SIGNOR;SIGNOR_CollecTRI
Zfy1	Y	ZNF134, ZNF154, ZNF256, ZNF304, ZNF418, ZNF419, ZNF480, ZNF548, ZNF549, ZNF552, ZNF561, ZNF562, ZNF584, ZNF586, ZNF587B, ZNF610, ZNF772, ZNF773, ZNF792, ZNF793, ZNF837	19	ZNF134	19	protein	intracellular	intracellular	3	UniProt, GO_Intercell, OmniPath, ComPPI, LOCATE	NA
Zfy2	Y	ZNF134, ZNF154, ZNF256, ZNF304, ZNF418, ZNF419, ZNF480, ZNF548, ZNF549, ZNF552, ZNF561, ZNF562, ZNF584, ZNF586, ZNF587B, ZNF610, ZNF772, ZNF773, ZNF792, ZNF793, ZNF837	19	ZNF134	19	protein	intracellular	intracellular	3	UniProt, GO_Intercell, OmniPath, ComPPI, LOCATE	NA
Zfyve1	12	ZFYVE1	14	ZFYVE1	14	protein	intracellular	intracellular	3	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Zfyve19	2	ZFYVE19	15	ZFYVE19	15	protein	intracellular	intracellular	3	OmniPath, UniProt, ComPPI, GO_Intercell	NA
Zfyve21	12	ZFYVE21	14	ZFYVE21	14	protein	intracellular, intracellular_intercellular_related, adhesion_cytoskeleton_adaptor	intracellular, intracellular_intercellular_related	3	UniProt, GO_Intercell, OmniPath, ComPPI, Adhesome	NA
Zfyve26	12	ZFYVE26	14	ZFYVE26	14	protein	intracellular	intracellular	3	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Zfyve27	19	ZFYVE27	10	ZFYVE27	10	protein	transmembrane, intracellular, peripheral, cell_surface, receptor	transmembrane, intracellular, peripheral, cell_surface, receptor, transmembrane_predicted	4	UniProt, ComPPI, Surfaceome, OmniPath, Ramilowski_location, Phobius, GO_Intercell, CellCellInteractions	NA
Zfyve28	5	ZFYVE28	4	ZFYVE28	4	protein	transmembrane, intracellular	transmembrane, intracellular	3	OmniPath, GO_Intercell, LOCATE, Ramilowski_location, ComPPI, UniProt	NA
